"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"5582";"18п";3810,73571834481;"пл. Страны Советов";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24929;39,75523;424732,805163709;2207141,69346524;10;0;0;5;15;26
"415";"18п";590,367332961267;"пер. Днепровский";"92a, 90а, 89, 54, 22, 18п";NA;NA;"95, 92, 90, 79, 44";47,28352;39,75463;428539,008195955;2207156,23886759;6;0;0;5;11;18
"799";"18п";428,40933739035;"Соловушки";"89, 69a, 54, 22, 18п";NA;NA;"95, 92, 90, 79, 44";47,28157;39,7619;428313,5749515;2207702,82762782;5;0;0;5;10;55
"892";"18п";619,83184609152;"ул. Вятская";"89, 69a, 54, 22, 18п";NA;NA;"95, 92, 90, 79, 44";47,28037;39,76729;428173,790689141;2208108,52258758;5;0;0;5;10;61
"246";"18п";527,513566881395;"Завод ""Копнитель""";"89, 54, 22, 18п";NA;NA;"79";47,27522;39,76417;427604,929846431;2207863,52262679;4;0;0;1;5;6
"783";"18п";376,485769512393;"СИ и ТО";"94, 89, 54, 18п";NA;NA;"94, 79, 30, 29, 19";47,27069;39,76212;427103,738310461;2207700,52470867;4;0;0;5;9;52
"694";"18п";293,10153223904;"РЗНО";"94, 89, 54, 18п";NA;NA;"94, 79, 30, 29";47,26732;39,76254;426728,583823163;2207726,44003229;4;0;0;4;8;36
"731";"18п";376,980535103009;"Рынок ""Донской""";"94, 89, 54, 18п";NA;NA;"94, 79, 30, 29";47,26639;39,76617;426620,897515753;2207999,52452643;4;0;0;4;8;38
"96";"18п";364,947213517225;"АРМ";"94, 89, 54, 18п";NA;NA;"94, 79, 30, 29";47,26444;39,77025;426399,296548208;2208304,90930322;4;0;0;4;8;1
"2063";"18п";676,123340781684;"Детский комбинат";"89, 3а, 14, 18п, 28, 35, 35а, 36, 42, 3, 54, 94, 42а";NA;NA;"94, 14, 24, 29, 30, 58, 59, 63, 79";47,26124;39,7692;426044,776373159;2208219,90766857;13;0;0;9;22;4
"782";"18п";NA;"Сельмаш";"89, 18п";NA;NA;NA;47,25599;39,7647;425466,425597602;2207870,21278121;2;0;0;0;2;51
"806";"21";370,100920976589;"Стартовая";"47, 45, 21";NA;NA;"19, 66, 47, 45, 21";47,28892;39,69251;429215,294386751;2202466,7214828;3;0;0;5;8;25
"6402";"21";332,231322465126;"пр. Королева, 4";"18п, 21, 45, 47, 83, 96, 18л";NA;NA;"21, 19, 96, 23, 44, 45, 47, 66, 78, 79, 11";47,29157;39,69547;429506,202563561;2202695,4941393;7;0;0;11;18;20
"807";"21";317,995747924176;"Стартовая-1";"47, 45, 21";NA;NA;"66, 47, 45, 21, 19";47,2942;39,69339;429801,192759653;2202543,00253274;3;0;0;5;8;26
"808";"21";917,119899240749;"Стартовая-2";"47, 45, 21";NA;NA;"66, 47, 45, 21, 19";47,29344;39,68933;429721,790628628;2202234,51761318;3;0;0;5;8;27
"1145";"21";213,892700394938;"Фабрика ""Малыш""";"45, 47, 78, 94, 21";NA;NA;"23, 11, 21, 94, 44, 45, 47, 66, 78, 79, 19";47,29519;39,7012;429901,508337941;2203135,53032512;5;0;0;11;16;42
"523";"21";384,257299578414;"пл. Добровольского";"45, 46, 47, 77, 94, 21";NA;NA;"38, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19";47,29345;39,70294;429705,901397335;2203263,95665023;6;0;0;11;17;14
"144";"21";428,403442793898;"бул. Комарова";"45, 46, 47, 77, 96, 21";NA;NA;"38, 11, 21, 96, 44, 45, 47, 66, 77, 95, 19";47,28963;39,70367;429280,308594408;2203312,199275;6;0;0;11;17;1
"909";"21";504,560092804198;"ул. Добровольского";"45, 46, 47, 77, 96, 21";NA;NA;"30, 11, 21, 96, 38, 44, 45, 47, 66, 77, 95, 19";47,28575;39,70527;428846,966665252;2203426,15467545;6;0;0;12;18;30
"517";"21";115,689144430427;"пл. Борко";"45, 47, 77, 96, 21";NA;NA;"38, 11, 19, 30, 96, 44, 45, 47, 66, 77, 95, 21";47,28259;39,71006;428489,726126821;2203782,77070463;5;0;0;12;17;12
"146";"21";421,55041164577;"бул. Новоселов";"45, 47, 77, 94, 21";NA;NA;"30, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19";47,28298;39,71148;428531,330387987;2203890,90479617;5;0;0;11;16;3
"7761";"21";766,115552615599;"Северный рынок";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,28091;39,71683;428294,610173732;2204291,9044413;10;0;1;10;21;23
"9191";"21";318,186849317265;"ул. Евдокимова";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,27409;39,71855;427534,289932214;2204409,73043114;10;0;1;10;21;32
"11081";"21";498,978224812249;"ул. Фурмановская";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,27054;39,71999;427137,855531933;2204512,29266777;14;0;1;12;27;41
"10221";"21";155,576750919637;"ул. Нариманова";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,26617;39,72146;426650,22397021;2204615,66480817;14;0;1;12;27;37
"10202";"21";536,043804817289;"ул. Нариманова";"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90";NA;"6";"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77";47,26493;39,72051;426513,532179374;2204541,53999504;15;0;1;12;28;36
"8262";"21";427,248057916357;"ТРЦ ""Горизонт""";"92a, 18п, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 2, 90а, 90";NA;"6";"21, 25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92";47,25983;39,7177;425949,993277756;2204319,68303993;15;0;1;12;28;28
"4211";"21";486,318109723577;"пер. Забайкальский";"90а, 90, 47, 21, 2";NA;NA;"90, 47, 21";47,25669;39,71311;425606,555958808;2203966,60267621;5;0;0;3;8;10
"5821";"21";433,086213181028;"Поликлиника";"90а, 90, 47, 21, 2";NA;NA;"90, 47, 21";47,25451;39,70648;425372,392127976;2203460,81312102;5;0;0;3;8;18
"3911";"21";419,012507695226;"пер. Ашхабадский";"90а, 90, 47, 21, 2";NA;NA;"90, 47, 21";47,25062;39,70639;424940,038232139;2203446,92015433;5;0;0;3;8;8
"3972";"21";326,646526329814;"пер. Боевой";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,25298;39,70207;425207,770966412;2203124,21424798;10;0;0;13;23;9
"6912";"21";354,45938774497;"РГУПС";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,2517;39,69818;425070,313434057;2202827,41664868;10;0;0;13;23;22
"6892";"21";58,2081823692269;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;21
"11803";"21";1060,5683202758;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;43
"2922";"21";20,9265074965255;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;7
"5373";"21";179,136198102276;"пл. Комсомольская";"83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2";NA;NA;NA;47,23855;39,69936;423606,911133935;2202892,6739839;11;0;0;0;11;16
"5352";"21";320,193944637881;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;15
"10902";"21";378,4426221321;"ул. Текучева";"21, 99, 90, 90а, 78, 6, 27, 35, 35а, 47, 51, 58, 61, 2";NA;NA;"99, 21, 6, 11, 38, 43, 44, 47, 58, 90, 78";47,23349;39,7015;423041,709520378;2203045,46180448;14;0;0;11;25;38
"9944";"21";404,643738355337;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;34
"620";"21";528,659444030121;"пр. Будённовский";"21";NA;"5";"98, 88, 80, 67, 59, 55, 52, 40, 29, 21";47,22612;39,70374;422219,578561276;2203201,64255848;1;0;1;10;12;19
"170";"21";504,445677432976;"Гвардейская площадь";"21";NA;"5";"98, 88, 80, 67, 59, 55, 52, 40, 29, 21";47,22438;39,69542;422036,504413587;2202568,35040192;1;0;1;10;12;5
"187";"21";NA;"Главный ЖДВ";"21";NA;NA;"21, 88, 29";47,22043;39,69215;421601,463913429;2202313,42872349;1;0;0;3;4;6
"917";"22";290,12031557843;"ул. Думенко,15";"89, 83, 78, 69a, 69, 35, 33, 22";NA;NA;NA;47,29943;39,75305;430309,679878286;2207064,62872689;8;0;0;0;8;39
"763";"22";555,921873195272;"Сады";"69a, 69, 35, 22";NA;NA;NA;47,2985;39,75666;430201,983798002;2207336,02087114;4;0;0;0;4;28
"167";"22";508,824757814694;"Гаражи";"92a, 90а, 69, 22";NA;NA;NA;47,29343;39,75722;429637,662069568;2207369,5062998;4;0;0;0;4;2
"586";"22";230,442480632001;"Поликлиника №4";"92a, 90а, 69, 22";NA;NA;NA;47,28817;39,75718;429052,931737584;2207357,2815988;4;0;0;0;4;23
"3811";"22";328,462817370873;"Пединститут";"92a, 90а, 69a, 22";NA;NA;NA;47,28599;39,75736;428810,357282348;2207367,08584258;4;0;0;0;4;7
"414";"22";219,557096354312;"пер. Днепровский";"92a, 69a, 22";NA;NA;NA;47,28304;39,75745;428482,285743079;2207368,73655982;3;0;0;0;3;11
"4151";"22";590,367332961267;"пер. Днепровский";"92a, 90а, 89, 54, 22, 18п";NA;NA;"95, 92, 90, 79, 44";47,28352;39,75463;428539,008195955;2207156,23886759;6;0;0;5;11;12
"7991";"22";428,40933739035;"Соловушки";"89, 69a, 54, 22, 18п";NA;NA;"95, 92, 90, 79, 44";47,28157;39,7619;428313,5749515;2207702,82762782;5;0;0;5;10;29
"8921";"22";146,022486698209;"ул. Вятская";"89, 69a, 54, 22, 18п";NA;NA;"95, 92, 90, 79, 44";47,28037;39,76729;428173,790689141;2208108,52258758;5;0;0;5;10;36
"248";"22";589,672046771859;"Завод ""Решета""";"54, 22";NA;NA;NA;47,27951;39,76875;428076,458781782;2208217,49059479;2;0;0;0;2;5
"2461";"22";537,533131292514;"Завод ""Копнитель""";"89, 54, 22, 18п";NA;NA;"79";47,27522;39,76417;427604,929846431;2207863,52262679;4;0;0;1;5;4
"226";"22";461,244099144513;"Домики";"96, 22";NA;NA;"96, 30, 29, 19";47,27371;39,75741;427445,077293784;2207349,39960559;2;0;0;4;6;3
"395";"22";340,353433663649;"пер. Беломорский";"22";NA;NA;NA;47,2717;39,75207;427227,984339333;2206941,81767434;1;0;0;0;1;9
"472";"22";315,577617675701;"пер. Сальский";"90а, 90, 22";NA;NA;"92, 90";47,27316;39,74672;427396,705390844;2206539,56712401;3;0;0;2;5;17
"568";"22";559,859213430853;"пл. Чкалова";"90а, 90, 22";NA;NA;"92, 90";47,27566;39,74869;427672,278470172;2206693,0307506;3;0;0;2;5;20
"452";"22";398,03455279353;"пер. Обский";"90а, 90, 22";NA;NA;"92, 90";47,27479;39,74051;427585,390746255;2206072,56918296;3;0;0;2;5;15
"595";"22";389,075036002689;"пос. Мирный";"90а, 90, 22";NA;NA;"92, 90";47,27485;39,73464;427599,158007558;2205628,52960905;3;0;0;2;5;24
"805";"22";462,976088673054;"Стадион СКА";"90а, 90, 22";NA;NA;"92, 90";47,27315;39,72807;427418,144804278;2205128,37632027;3;0;0;2;5;31
"1109";"22";215,136923108908;"ул. Фурмановская";"90а, 90, 22";NA;NA;"92, 90";47,27157;39,7224;427249,412751552;2204696,50877253;3;0;0;2;5;51
"11082";"22";498,978224812249;"ул. Фурмановская";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,27054;39,71999;427137,855531933;2204512,29266777;14;0;1;12;27;50
"10222";"22";155,576750919637;"ул. Нариманова";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,26617;39,72146;426650,22397021;2204615,66480817;14;0;1;12;27;46
"10203";"22";536,043804817289;"ул. Нариманова";"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90";NA;"6";"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77";47,26493;39,72051;426513,532179374;2204541,53999504;15;0;1;12;28;45
"8263";"22";427,248057916357;"ТРЦ ""Горизонт""";"92a, 18п, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 2, 90а, 90";NA;"6";"21, 25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92";47,25983;39,7177;425949,993277756;2204319,68303993;15;0;1;12;28;32
"4222";"22";257,493168420647;"пер. Забайкальский";"45, 22, 21, 2";NA;NA;"90, 45, 21";47,25691;39,71403;425629,880413533;2204036,63512862;4;0;0;3;7;13
"8941";"22";430,384431525585;"ул. Герасименко";"92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83";NA;"6";"45, 56, 63, 65, 66, 77, 83, 92, 25";47,25467;39,71488;425379,804506779;2204096,92058985;10;0;1;9;20;37
"1057";"22";159,587512025686;"ул. Погодина";"22";NA;NA;"90";47,25534;39,70927;425461,212572227;2203673,50299149;1;0;0;1;2;47
"5812";"22";444,56001166558;"Поликлиника";"45, 22, 21, 2";NA;NA;"90, 45, 38, 21";47,2547;39,70738;425392,400198801;2203529,28207168;4;0;0;4;8;21
"3973";"22";326,646526329814;"пер. Боевой";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,25298;39,70207;425207,770966412;2203124,21424798;10;0;0;13;23;10
"6913";"22";407,001585567513;"РГУПС";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,2517;39,69818;425070,313434057;2202827,41664868;10;0;0;13;23;26
"11804";"22";1176,76391058803;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;54
"5422";"22";286,451146825411;"пл. Ленина";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,24868;39,71271;424716,548171288;2203921,81909029;13;0;1;7;21;19
"11052";"22";808,926858991218;"ул. Турмалиновская";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,24611;39,7129;424430,597831553;2203931,54856572;13;0;1;7;21;49
"3742";"22";498,725637373487;"Общежитие РИСИ";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,23885;39,71336;423622,911349254;2203953,23223702;13;0;1;7;21;6
"11552";"22";425,429861847843;"ЦГБ";"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49";NA;"6";"45, 49, 65, 77, 83, 92";47,23437;39,71341;423124,793064653;2203948,91037132;13;0;1;6;20;52
"9662";"22";333,599433162916;"ул. Лермонтовская";"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49";NA;"6";"45, 49, 65, 77, 83, 92";47,2307;39,71498;422714,853127496;2204061,15981958;13;0;1;6;20;40
"9802";"22";536,705134706431;"ул. М. Горького";"65, 1, 5, 22, 33, 42, 42а, 45, 49, 77, 83, 92a, 46";NA;"6";"92, 45, 49, 65, 77, 83";47,22783;39,71625;422394,223266584;2204152,15088089;13;0;1;6;20;41
"8632";"22";398,046824857953;"ул. Б. Садовая";"83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65";NA;"6";"45, 49, 65, 77, 83, 92";47,2232;39,71823;421877,058286447;2204293,75186761;13;0;1;6;20;35
"10151";"22";718,968522469229;"ул. Московская";"83, 49, 45, 42а, 42, 22, 5";NA;NA;"45";47,21972;39,71944;421488,690800088;2204379,12755339;7;0;0;1;8;44
"1164";"22";383,358815147547;"Центральный рынок";"83, 45, 22";NA;NA;NA;47,21778;39,71037;421284,181966077;2203688,62725944;3;0;0;0;3;53
"8614";"22";519,888306676651;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;34
"9874";"22";539,081877333121;"ул. Максима Горького";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22512;39,70555;422106,159002276;2203336,8988369;14;0;0;11;25;42
"9945";"22";529,282105022956;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;43
"10914";"22";498,192865787593;"ул. Текучева";"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61";NA;NA;"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6";47,23429;39,70138;423130,79744132;2203037,83653444;13;0;0;12;25;48
"5374";"22";NA;"пл. Комсомольская";"83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2";NA;NA;NA;47,23855;39,69936;423606,911133935;2202892,6739839;11;0;0;0;11;18
"346";"26";104,591541119192;"мкр. Левенцовский";"26";NA;NA;NA;47,23607;39,58923;423474,333836203;2194549,22824434;1;0;0;0;1;5
"649";"26";810,635939977284;"пр. Солженицына";"26";NA;NA;NA;47,23551;39,59055;423410,291726061;2194648,06534918;1;0;0;0;1;23
"644";"26";199,228553864072;"пр. Маршала Жукова";"26";NA;NA;"73, 67, 59, 55, 48";47,23393;39,60134;423220,108610256;2195461,96655983;1;0;0;5;6;21
"645";"26";470,986659401222;"пр. Маршала Жукова/Еременко";"71, 67, 26";NA;NA;"73, 67, 59, 55, 48";47,23216;39,60173;423022,809498725;2195488,01326895;3;0;0;5;8;22
"824";"26";188,730564222126;"Торговый центр";"71, 67, 26";NA;NA;"73, 67, 59, 55, 48";47,23241;39,60795;423042,280475854;2195959,50805538;3;0;0;5;8;27
"823";"26";408,018243323269;"Торговый центр";"71, 67, 26";NA;NA;"73, 67, 59, 55, 48";47,23212;39,61041;423006,759256181;2196145,2214958;3;0;0;5;8;26
"992";"26";580,68240767307;"ул. Малиновского, 70";"26";NA;NA;"59, 56, 55, 40, 16";47,22971;39,6141;422733,921936749;2196419,94210597;1;0;0;5;6;38
"3631";"26";344,381768159764;"Областная больница";"26, 6";NA;NA;"59, 55, 40, 6";47,22502;39,61799;422207,358735376;2196705,39901256;2;0;0;4;6;7
"2041";"26";301,715998006391;"Детская областная больница";"26, 6";NA;NA;"59, 55, 40, 6";47,22496;39,62299;422194,074286172;2197083,95501455;2;0;0;4;6;4
"791";"26";295,755903736055;"Автостоянка";"26, 6";NA;NA;"59, 55, 40, 6";47,2249;39,62698;422182,143289849;2197386,01993819;2;0;0;4;6;1
"512";"26";359,147705516714;"пл. 339-й Стрелковой дивизии";"94, 26, 71, 96, 67";NA;NA;"23, 20, 10, 25, 59, 40, 67, 52, 96, 94, 93, 73, 71";47,22329;39,63034;421998,73699322;2197637,38470876;5;0;0;13;18;11
"959";"26";388,115363377321;"ул. Кустанайская";"71, 67, 26, 94, 96";NA;NA;"71, 10, 20, 23, 25, 40, 52, 67, 73, 93, 94, 96, 59";47,21999;39,63201;421629,674939993;2197757,51199827;5;0;0;13;18;37
"1135";"26";326,49777504717;"Университет";"96, 26, 67, 71, 94";NA;NA;"25, 23, 20, 71, 40, 73, 52, 59, 67, 96, 94, 93, 10";47,21574;39,63408;421154,47773908;2197906,12783539;5;0;0;13;18;43
"932";"26";98,313017198683;"ул. Зорге";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,21287;39,63497;420834,246932334;2197968,03051949;5;0;0;13;18;34
"6591";"26";252,103464100858;"пр. Стачки/ул. Зорге";"71, 67, 64, 26, 16";NA;NA;"71, 67, 59, 52, 40, 16";47,21234;39,63601;420773,96479678;2198045,79517227;5;0;0;6;11;25
"11831";"26";339,568206219479;"Школа";"71, 67, 64, 26, 16";NA;NA;"71, 67, 59, 52, 40, 16";47,21229;39,63981;420763,443555957;2198333,55923634;5;0;0;6;11;45
"5641";"26";293,29938524974;"пл. Тружеников";"71, 67, 64, 26, 16";NA;"8";"71, 67, 59, 52, 40, 16";47,21234;39,6443;420763,156543434;2198673,78400333;5;0;1;6;12;18
"5651";"26";247,293089578561;"пл. Тружеников";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21202;39,64815;420722,584455088;2198964,82282915;10;0;1;10;21;19
"1901";"26";112,624828481219;"Глазная клиника";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"8";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21205;39,65142;420721,686874218;2199212,59222768;10;0;1;10;21;2
"8561";"26";269,95917157843;"ул. 6-я Кольцевая";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21185;39,65288;420697,565829289;2199322,81258063;10;0;1;10;21;31
"8471";"26";284,345388787944;"ул. 2-я Кольцевая";"98, 26, 34, 34а, 41, 57, 64, 67, 71, 16";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21156;39,6582;420658,469132653;2199725,27275567;10;0;1;10;21;30
"10022";"26";180,852531788183;"ул. Международная";"98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71";NA;"12";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21131;39,6634;420624,000548986;2200118,72210609;11;0;1;10;22;41
"8252";"26";117,758010720282;"Тренёва";"41, 34а, 34, 26, 16, 15, 67, 71, 98, 57, 64";NA;"8";"67, 16, 34, 40, 44, 52, 59, 71, 98, 55";47,21137;39,66579;420627,611598386;2200299,88700912;11;0;1;10;22;28
"9542";"26";299,524907496268;"ул. Кулагина";"64, 57, 34а, 34, 26, 16, 15, 98, 67, 71";NA;"12";"98, 16, 34, 40, 44, 52, 55, 59, 71, 67";47,21114;39,66731;420600,09908105;2200414,60194228;10;0;1;10;21;35
"5292";"26";458,517065868355;"пл. Дружинников";"98, 16, 26, 34, 34а, 41, 57, 64, 67, 15, 71";NA;"8";"34, 40, 44, 52, 55, 59, 67, 71, 98, 16";47,21108;39,67288;420586,328584814;2200836,44168231;11;0;1;10;22;14
"8653";"26";435,512029889256;"ул. Бабушкина";"15, 98, 4, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 40, 44, 52, 55, 59, 67, 16, 98, 34, 71";47,2111;39,68015;420579,330210417;2201387,21368081;12;0;2;11;25;32
"5063";"26";696,486599185142;"Переходной мост";"64, 4, 15, 16, 26, 34, 34а, 57, 67, 98, 41, 71";NA;"12, 8";"40, 71, 98, 55, 44, 34, 16, 67, 4, 59, 52";47,21153;39,68697;420618,530143072;2201904,65302555;12;0;2;11;25;8
"5553";"26";392,698144556161;"пл. Стачки 1902 года";"4, 98, 15, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 34, 40, 44, 48, 52, 55, 59, 8, 71, 16, 98, 67";47,21383;39,69583;420863,117046191;2202580,05046731;12;0;2;13;27;16
"5153";"26";506,321270537645;"пл. 5-го Донского корпуса";"26, 4, 16, 34, 34а, 41, 57, 64, 71, 15";NA;"12, 8";"8, 16, 4, 71, 48, 44, 34";47,21587;39,70152;421082,814616359;2203014,79640409;10;0;2;7;19;12
"1165";"26";NA;"Центральный рынок";"34а, 34, 26";NA;NA;"44";47,21723;39,70791;421226,07931323;2203501,29525134;3;0;0;1;4;44
"1161";"27";340,897259660654;"Центральный рынок";"61, 51, 27";NA;NA;NA;47,21793;39,71141;421299,573427495;2203767,67384875;3;0;0;0;3;56
"2933";"27";109,469719952397;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;6
"8615";"27";519,888306676651;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;43
"9883";"27";498,406460798641;"ул. Максима Горького";"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47";NA;NA;"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47";47,22541;39,70508;422138,982230391;2203301,83178342;15;0;0;11;26;47
"9954";"27";378,4426221321;"ул. Малюгиной";"35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27";NA;NA;"6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12";47,23023;39,70292;422677,519052909;2203147,03985433;16;0;0;12;28;49
"10915";"27";320,193944637881;"ул. Текучева";"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61";NA;NA;"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6";47,23429;39,70138;423130,79744132;2203037,83653444;13;0;0;12;25;51
"5353";"27";179,136198102276;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;22
