"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"5321";"3а";352,868398784235;"пл. К. Маркса";"98, 67, 7, 3а, 3";NA;"9, 1";"95, 79, 19";47,23136;39,76198;422731,439231257;2207621,46038836;5;0;2;3;10;27
"31";"3а";461,048579616709;"13-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22966;39,75804;422547,122672904;2207320,13283216;7;0;4;2;13;1
"221";"3а";141,470878099424;"1-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22856;39,75216;422431,841737296;2206872,9215532;7;0;4;2;13;2
"1491";"3а";173,026249066905;"Верхненольная";"3а, 3";NA;NA;"98, 80";47,22861;39,75029;422439,63673409;2206731,39483453;2;0;0;2;4;6
"381";"3а";348,378114611346;"2-я линия";"3а, 3";NA;NA;"98, 80";47,23015;39,7506;422610,472725534;2206757,57607416;2;0;0;2;4;3
"5591";"3а";288,989588275828;"пл. Театральная";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80, 55";47,22774;39,74766;422346,066906287;2206530,69409318;7;0;4;3;14;29
"5601";"3а";365,467522141179;"пл. Театральная";"80, 70, 67, 7, 3а, 3, 98";NA;"22, 9, 2, 1";"98, 80";47,22764;39,74384;422339,538220136;2206241,2255552;7;0;4;2;13;30
"4481";"3а";173,784062666315;"пер. Нахичеванский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22663;39,73924;422232,797609248;2205891,07256008;7;0;4;0;11;21
"4331";"3а";403,019116391576;"пер. Крепостной";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22631;39,73699;422199,941587269;2205720,10631183;7;0;4;0;11;20
"6321";"3а";301,309381602775;"пр. Кировский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22515;39,73194;422077,102132302;2205335,58695651;7;0;4;0;11;37
"4931";"3а";285,271945633852;"пер. Университетский";"3, 98, 80, 70, 67, 7, 3а";NA;"22, 9, 2, 1";NA;47,22445;39,72809;422003,964414686;2205042,75709963;7;0;4;0;11;26
"6631";"3а";461,382549158693;"пр. Чехова";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22351;39,72352;421905,039724087;2204694,95853671;7;0;4;0;11;40
"6251";"3а";291,123399580576;"пр. Ворошиловский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22225;39,7174;421772,463353477;2204229,17646834;8;0;4;0;12;35
"4781";"3а";402,059801230814;"пер. Семашко";"3, 98, 80, 70, 67, 33, 7, 3а";NA;"22, 9, 2, 1";NA;47,22146;39,71369;421689,201964836;2203946,75713121;8;0;4;0;12;22
"6161";"3а";191,728084641497;"пр. Буденновский";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,22023;39,70869;421558,633023869;2203565,82474383;7;0;4;0;11;33
"6171";"3а";393,398634049772;"пр. Буденновский";"98, 80, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,21984;39,70622;421518,334420981;2203378,03367013;8;0;4;0;12;34
"4011";"3а";356,369686669254;"пер. Братский";"98, 80, 75, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";NA;47,21846;39,69954;421373,217962726;2202869,55290041;9;0;4;0;13;19
"6731";"3а";288,459491883042;"Пригородный ЖДВ";"3а, 7, 31, 33, 39, 70, 80, 3";NA;"22, 1, 2, 9";"55, 20, 38, 52, 58, 59, 67, 78, 90, 98, 99, 40";47,21788;39,69462;421314,880215892;2202495,82763464;8;0;4;12;24;48
"181";"3а";70,0325671232447;"Главный автовокзал";"80, 70, 3а";NA;NA;"98, 90, 67, 55, 52, 40";47,22015;39,69278;421569,546109832;2202360,63083804;3;0;0;6;9;8
"1861";"3а";NA;"Главный ЖДВ";"39, 31, 3а, 3";NA;NA;"58, 20";47,2199;39,69193;421542,817974246;2202295,79054373;4;0;0;2;6;9
"197";"4";523,186657983208;"ГПЗ-10";"4";NA;NA;"56, 34, 25, 23, 8, 4";47,1996;39,61269;419388,389494389;2196254,37363691;1;0;0;6;7;3
"945";"4";308,597617154146;"ул. Каширская";"4";NA;"8";"73, 4";47,19887;39,61973;419297,891174057;2196786,38141126;1;0;1;2;4;33
"460";"4";255,226940503606;"пер. Пржевальского";"4";NA;"12";"73, 8";47,19867;39,62468;419269,116550947;2197161,0644212;1;0;1;2;4;13
"177";"4";203,22310980956;"Гипсовый завод";"4";NA;"12";"73, 8";47,1963;39,62573;419004,2538571;2197236,04272324;1;0;1;2;4;1
"982";"4";245,4057242923;"ул. Магнитогорская";"4";NA;"12";"73, 8";47,19512;39,62778;418870,371015398;2197389,10429794;1;0;1;2;4;38
"494";"4";174,881604545941;"пер. Урицкого";"4";NA;"8";"73, 4";47,19321;39,6294;418655,901545688;2197508,1804281;1;0;1;2;4;17
"443";"4";238,458985304726;"пер. Молодогвардейский";"4";NA;"8";"73, 4";47,19265;39,63156;418590,808496859;2197670,7867876;1;0;1;2;4;9
"444";"4";464,185944127968;"пер. Молодогвардейский";"4";NA;"12";"73, 8";47,19479;39,63142;418828,900913867;2197664,29751945;1;0;1;2;4;10
"952";"4";749,4531527361;"ул. Кузнечная";"4";NA;"8";"73, 4";47,19362;39,62553;418706,575696903;2197215,7054123;1;0;1;2;4;36
"489";"4";227,035214586726;"пер. Строительный";"4";NA;"8";"8, 4";47,19187;39,6362;418498,016044102;2198020,91245731;1;0;1;2;4;15
"875";"4";307,669790811806;"ул. Богачёва";"4";NA;"8";"8, 4";47,19217;39,63975;418526,731583467;2198290,51158355;1;0;1;2;4;28
"1088";"4";524,196697931376;"ул. Судостроительная";"4";NA;"12";"8, 4";47,19288;39,64438;418599,635734362;2198642,73283257;1;0;1;2;4;40
"386";"4";325,914489692941;"пер. 3-й Поселковый";"4";NA;"12";"8, 4";47,19465;39,65157;418787,090809523;2199190,95015368;1;0;1;2;4;7
"384";"4";588,097774853343;"пер. 2-й Поселковый";"4";NA;"12";"8, 4";47,19639;39,65563;418975,290237179;2199501,89805488;1;0;1;2;4;5
"459";"4";227,81989341699;"пер. Пограничный";"4";NA;"12";"8, 4";47,19944;39,66291;419305,009537021;2200059,27810507;1;0;1;2;4;12
"949";"4";507,783017909662;"ул. Коминтерна";"4";NA;"12";"8, 4";47,20056;39,66569;419425,963322147;2200272,02332056;1;0;1;2;4;35
"953";"4";92,2046194791323;"ул. Кулагина";"4";NA;"12";"8, 4";47,20266;39,67165;419651,820000834;2200727,53225395;1;0;1;2;4;37
"438";"4";368,939898453101;"пер. Кущевский";"4";NA;"8";"8, 4";47,20284;39,67284;419670,316614108;2200818,03028884;1;0;1;2;4;8
"938";"4";733,939894078607;"ул. Интернациональная";"4";NA;"8";"8, 4";47,20423;39,67736;419819,106715782;2201163,07900891;1;0;1;2;4;30
"528";"4";365,158500529699;"пл. Дружинников";"4";NA;"8";"4";47,21093;39,67413;420568,063422437;2200930,85499889;1;0;1;1;3;23
"865";"4";435,512029889256;"ул. Бабушкина";"15, 98, 4, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 40, 44, 52, 55, 59, 67, 16, 98, 34, 71";47,2111;39,68015;420579,330210417;2201387,21368081;12;0;2;11;25;26
"506";"4";696,486599185142;"Переходной мост";"64, 4, 15, 16, 26, 34, 34а, 57, 67, 98, 41, 71";NA;"12, 8";"40, 71, 98, 55, 44, 34, 16, 67, 4, 59, 52";47,21153;39,68697;420618,530143072;2201904,65302555;12;0;2;11;25;18
"555";"4";392,698144556161;"пл. Стачки 1902 года";"4, 98, 15, 16, 26, 34, 41, 57, 64, 67, 71, 34а";NA;"12, 8";"4, 34, 40, 44, 48, 52, 55, 59, 8, 71, 16, 98, 67";47,21383;39,69583;420863,117046191;2202580,05046731;12;0;2;13;27;24
"515";"4";500,093309370763;"пл. 5-го Донского корпуса";"26, 4, 16, 34, 34а, 41, 57, 64, 71, 15";NA;"12, 8";"8, 16, 4, 71, 48, 44, 34";47,21587;39,70152;421082,814616359;2203014,79640409;10;0;2;7;19;20
"1166";"4";NA;"Центральный рынок";"75, 64, 57, 41, 16, 4";NA;"12, 8";NA;47,21695;39,70794;421194,913739701;2203503,05887754;6;0;2;0;8;41
"780";"5";752,965721692778;"Сельмаш";"63, 58, 42а, 42, 35а, 35, 17, 5";NA;NA;"63, 19, 14";47,25378;39,76347;425222,186854734;2207773,27029366;8;0;0;3;11;19
"558";"5";255,46967139067;"пл. Страны Советов";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24929;39,75523;424732,805163709;2207141,69346524;10;0;0;5;15;16
"396";"5";192,958012390828;"пер. Богучаровский";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24924;39,75185;424731,280794963;2206885,73910731;10;0;0;5;15;11
"577";"5";191,907604364654;"Поликлиника";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24896;39,74933;424703,167206291;2206694,48201003;10;0;0;5;15;17
"578";"5";287,092033984278;"Поликлиника";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24911;39,7468;424722,876478679;2206503,22378302;10;0;0;5;15;18
"822";"5";258,023337374567;"Торговое училище";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24905;39,74237;424721,532146161;2206167,76482817;10;0;0;5;15;21
"328";"5";240,389717021659;"Магазин";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24905;39,73824;424726,514709353;2205855,12181216;10;0;0;5;15;6
"1190";"5";407,416598499528;"Школа";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24901;39,73439;424726,727435326;2205563,6037591;10;0;0;5;15;34
"132";"5";332,711858680992;"Больница";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,249;39,72889;424732,297331413;2205147,23298639;10;0;0;5;15;1
"389";"5";332,798915487661;"пер. Автосборочный";"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5";NA;NA;"96, 66, 63, 58, 14";47,24936;39,72396;424778,33396481;2204774,67560531;10;0;0;5;15;9
"213";"5";410,702918717577;"Дом №111";"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5";NA;NA;"94, 66, 63, 58, 14";47,24923;39,71938;424769,489688189;2204427,73537615;10;0;0;5;15;3
"5421";"5";286,451146825411;"пл. Ленина";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,24868;39,71271;424716,548171288;2203921,81909029;13;0;1;7;21;14
"11051";"5";664,122590380794;"ул. Турмалиновская";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,24611;39,7129;424430,597831553;2203931,54856572;13;0;1;7;21;30
"3921";"5";397,063697445923;"пер. Ашхабадский";"94, 49, 42а, 42, 17, 5, 1";NA;NA;"14, 94, 58, 56, 49";47,24956;39,70573;424823,012411506;2203395,02901438;7;0;0;5;12;10
"11921";"5";307,673162827872;"Школа";"94, 49, 42а, 42, 17, 5, 1";NA;NA;"94, 58, 56, 49, 14";47,24971;39,70048;424846,211766004;2202997,87999039;7;0;0;5;12;36
"11801";"5";1600,45518356475;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;33
"3741";"5";498,725637373487;"Общежитие РИСИ";"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65";NA;"6";"25, 45, 49, 65, 77, 83, 92";47,23885;39,71336;423622,911349254;2203953,23223702;13;0;1;7;21;7
"11551";"5";425,429861847843;"ЦГБ";"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49";NA;"6";"45, 49, 65, 77, 83, 92";47,23437;39,71341;423124,793064653;2203948,91037132;13;0;1;6;20;31
"9661";"5";333,599433162916;"ул. Лермонтовская";"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49";NA;"6";"45, 49, 65, 77, 83, 92";47,2307;39,71498;422714,853127496;2204061,15981958;13;0;1;6;20;24
"9801";"5";536,705134706431;"ул. М. Горького";"65, 1, 5, 22, 33, 42, 42а, 45, 49, 77, 83, 92a, 46";NA;"6";"92, 45, 49, 65, 77, 83";47,22783;39,71625;422394,223266584;2204152,15088089;13;0;1;6;20;25
"8631";"5";398,046824857953;"ул. Б. Садовая";"83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65";NA;"6";"45, 49, 65, 77, 83, 92";47,2232;39,71823;421877,058286447;2204293,75186761;13;0;1;6;20;23
"1015";"5";610,857556356632;"ул. Московская";"83, 49, 45, 42а, 42, 22, 5";NA;NA;"45";47,21972;39,71944;421488,690800088;2204379,12755339;7;0;0;1;8;28
"1163";"5";424,811222554621;"Центральный рынок";"49, 42а, 42, 5";NA;NA;NA;47,21808;39,71173;421315,854362835;2203792,18391307;4;0;0;0;4;32
"8611";"5";519,888306676651;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;22
"9871";"5";539,081877333121;"ул. Максима Горького";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22512;39,70555;422106,159002276;2203336,8988369;14;0;0;11;25;26
"9941";"5";529,282105022956;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;27
"10911";"5";498,192865787593;"ул. Текучева";"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61";NA;NA;"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6";47,23429;39,70138;423130,79744132;2203037,83653444;13;0;0;12;25;29
"5371";"5";NA;"пл. Комсомольская";"83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2";NA;NA;NA;47,23855;39,69936;423606,911133935;2202892,6739839;11;0;0;0;11;12
"362";"6";342,509313169222;"Областная больница";"26, 6";NA;NA;"59, 55, 40, 6";47,22522;39,61801;422229,566795061;2196707,30276906;2;0;0;4;6;14
"204";"6";301,715998006391;"Детская областная больница";"26, 6";NA;NA;"59, 55, 40, 6";47,22496;39,62299;422194,074286172;2197083,95501455;2;0;0;4;6;6
"78";"6";289,621853266662;"Автостоянка";"6";NA;NA;"59, 55, 6";47,22514;39,62739;422208,285084584;2197417,53481538;1;0;0;3;4;1
"333";"6";376,424869348534;"Магазин ""Автозапчасти""";"6";NA;NA;"52, 6, 55";47,22578;39,63299;422272,080693441;2197842,87832061;1;0;0;3;4;11
"1084";"6";365,774938528841;"ул. Содружества";"6";NA;NA;"55, 52, 6";47,22923;39,63329;422655,234105462;2197872,23489379;1;0;0;3;4;46
"979";"6";348,614505716041;"ул. Львовская";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23263;39,63481;423031,231614802;2197993,87557169;1;0;0;9;10;37
"526";"6";466,376381393942;"пл. Дорожных строителей";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23359;39,6392;423132,221072091;2198328,14118786;1;0;0;9;10;18
"911";"6";166,156807922873;"ул. Доватора";"37, 15, 6";NA;NA;"56, 52, 6";47,23713;39,6359;423530,084293379;2198085,05502335;3;0;0;3;6;30
"915";"6";328,130211393124;"ул. Доватора";"6";NA;NA;"56, 6";47,23862;39,63577;423695,902264915;2198078,07322114;1;0;0;2;3;31
"1060";"6";222,66096120459;"ул. Попова";"6";NA;NA;"56, 6";47,24053;39,63912;423903,86686911;2198335,37786635;1;0;0;2;3;42
"961";"6";404,830929851142;"ул. Лазо";"6";NA;NA;"56, 6";47,24211;39,64227;424075,415618547;2198576,89174577;1;0;0;2;3;33
"976";"6";461,472948787824;"ул. Литовская";"6";NA;NA;"56, 6";47,2447;39,64688;424357,364239356;2198930,84892797;1;0;0;2;3;34
"343";"6";239,493204251916;"Мемориал";"6";NA;NA;"56, 6";47,24684;39,65211;424588,504437255;2199330,85422144;1;0;0;2;3;13
"678";"6";821,998956477382;"Путепровод";"6";NA;NA;"56, 6";47,24725;39,65526;424630,020386781;2199570,09615933;1;0;0;2;3;24
"81";"6";417,835995606565;"Автостоянка";"6";NA;NA;"56";47,24683;39,66639;424569,041267297;2200411,88075879;1;0;0;1;2;4
"257";"6";247,443904960084;"Зоопарк";"6";NA;NA;"56, 6";47,24707;39,67315;424587,104541817;2200924,08454705;1;0;0;2;3;7
"580";"6";452,066959629226;"Поликлиника";"6";NA;NA;"56, 6";47,24642;39,67679;424510,21954378;2201198,43360477;1;0;0;2;3;22
"406";"6";419,272999607883;"пер. Дальний";"17, 6";NA;NA;"56, 6";47,25041;39,67949;424950,381363074;2201410,2498212;2;0;0;2;4;16
"859";"6";222,937055992154;"ул. Артиллерийская";"17, 6";NA;NA;"56, 6";47,25026;39,68507;424926,659201291;2201832,36941178;2;0;0;2;4;27
"1063";"6";508,642019298569;"ул. Профинтерна";"17, 6";NA;NA;"56, 6";47,25012;39,68919;424905,911778541;2202143,98956786;2;0;0;2;4;44
"690";"6";176,561609906905;"РГУПС";"17, 6";NA;NA;"56, 6";47,25003;39,69592;424887,474978985;2202653,27770609;2;0;0;2;4;26
"6891";"6";58,2081823692269;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;25
"11802";"6";1060,5683202758;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;51
"2921";"6";20,9265074965255;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;9
"5372";"6";179,136198102276;"пл. Комсомольская";"83, 49, 45, 42а, 42, 27, 22, 21, 6, 5, 2";NA;NA;NA;47,23855;39,69936;423606,911133935;2202892,6739839;11;0;0;0;11;20
"5351";"6";320,193944637881;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;19
"10901";"6";378,4426221321;"ул. Текучева";"21, 99, 90, 90а, 78, 6, 27, 35, 35а, 47, 51, 58, 61, 2";NA;NA;"99, 21, 6, 11, 38, 43, 44, 47, 58, 90, 78";47,23349;39,7015;423041,709520378;2203045,46180448;14;0;0;11;25;48
"9942";"6";498,406460798641;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;40
"9872";"6";519,888306676651;"ул. Максима Горького";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22512;39,70555;422106,159002276;2203336,8988369;14;0;0;11;25;38
"8612";"6";109,469719952397;"ул. Б. Садовая";"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90";47,22066;39,70759;421607,79895394;2203483,29065336;14;0;0;11;25;29
"2931";"6";292,402834544018;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;10
"1167";"6";NA;"Центральный рынок";"71, 15, 6";NA;NA;NA;47,21708;39,70716;421210,332124818;2203444,21322052;3;0;0;0;3;50
"1012";"7";243,723406068935;"ул. Можайская";"7";NA;NA;NA;47,27226;39,81225;427220,087982013;2211496,47034228;1;0;0;0;1;46
"1010";"7";228,468822416474;"ул. Можайская";"7";NA;NA;NA;47,27134;39,80925;427121,221566079;2211267,92750873;1;0;0;0;1;44
"175";"7";517,594903076305;"Гимназия 239";"7";NA;NA;NA;47,26927;39,81006;426890,16813809;2211325,75635183;1;0;0;0;1;8
"599";"7";417,699154767524;"пос. Пилотов";"7";NA;"9";"95, 93";47,26507;39,81428;426418,439752096;2211638,09080697;1;0;1;2;4;24
"255";"7";600,344362996162;"Заводская";"7";NA;"9";"95, 93";47,26284;39,80966;426175,773468876;2211284,72786245;1;0;1;2;4;12
"101";"7";339,273681958527;"Аэропорт";"7";NA;"9";"95, 93";47,25858;39,80358;425709,115319997;2210817,42268875;1;0;1;2;4;6
"100";"7";330,366362746683;"Аэровокзал";"7";NA;NA;NA;47,25559;39,80271;425377,701484357;2210746,54269794;1;0;0;0;1;5
"1185";"7";58,348637847195;"Школа";"7";NA;"9";"95, 93, 88";47,25609;39,7984;425438,236072322;2210421,15778375;1;0;1;3;5;53
"926";"7";1077,15604837413;"ул. Зеленая";"7";NA;"9";"95, 93, 88, 67";47,25642;39,7978;425475,613679956;2210376,30113999;1;0;1;4;6;41
"946";"7";464,089147734398;"ул. Кизитериновская";"7";NA;"9";"88, 67, 95, 93";47,2523;39,78336;425034,293062395;2209276,28878819;1;0;1;4;6;42
"889";"7";232,126782210535;"ул. Воровского";"7";NA;"9";"95, 93, 88, 67";47,24946;39,77811;424724,687067472;2208874,00616895;1;0;1;4;6;39
"1076";"7";243,208880929939;"ул. Селиванова";"7";NA;"9";"95, 93, 88, 67";47,24781;39,77467;424545,279964769;2208610,75566113;1;0;1;4;6;50
"1026";"7";535,95676508403;"ул. Новая";"7";NA;"9";"95, 93, 88, 67";47,24584;39,77102;424330,555914079;2208331,03816559;1;0;1;4;6;48
"6712";"7";289,613222819833;"Пригородный автовокзал";"3, 54, 67, 98, 3а, 7";NA;"1, 5, 9";"67, 19, 24, 29, 40, 52, 66, 79, 88, 93, 95, 59";47,24322;39,76507;424046,299013725;2207876,0434749;6;0;3;12;21;36
"6702";"7";334,602914210588;"Пригородный автовокзал";"3а, 7, 54, 67, 98, 3";NA;"9, 1, 5";"59, 19, 24, 29, 52, 66, 67, 79, 88, 93, 95, 40";47,24182;39,76184;423894,480193367;2207629,06665746;6;0;3;12;21;35
"6662";"7";335,945225048983;"пр. Шолохова";"98, 67, 54, 7, 3а, 3";NA;"9, 1";"66, 24, 19, 95, 79";47,23995;39,75808;423691,050129106;2207341,12852687;6;0;2;5;13;33
"11162";"7";553,579968165415;"ул. Ченцова";"98, 67, 54, 7, 3а, 3";NA;"9, 1";"95, 79, 66, 24, 19";47,23631;39,75959;423284,58385028;2207449,10787873;6;0;2;5;13;51
"5322";"7";352,868398784235;"пл. К. Маркса";"98, 67, 7, 3а, 3";NA;"9, 1";"95, 79, 19";47,23136;39,76198;422731,439231257;2207621,46038836;5;0;2;3;10;20
"32";"7";81,2588047898321;"13-я линия";"98, 80, 70, 67, 7, 3а, 3";NA;"22, 9, 2, 1";"98, 80";47,22966;39,75804;422547,122672904;2207320,13283216;7;0;4;2;13;1
