object_name;bus;tram;trolleybus;shuttle_bus;latitude_1;longitude_1;latitude_2;longitude_2
ул. Ченцова;98, 67, 54, 7, 3а, 3;;9, 1;95, 79, 66, 24, 19;47.23631;39.75959;423284,5839;2207449,108
ул. Ченцова;98, 67, 54, 7, 3а, 3;;9, 1;95, 79, 66, 24, 19;47.23705;39.75931;423367,1849;2207429,197
ул. Чукотская;;7;;;47.22602;39.6421;422286,8622;2198533,268
ул. Чукотская;;7;;;47.22595;39.64209;422279,0931;2198532,377
ул. Чукотская;;;;55;47.22644;39.64194;422333,7631;2198521,954
ул. Чукотская;;;;55;47.22631;39.64224;422318,9201;2198544,425
ул. Шишкина;96, 94, 71, 67;;;96, 94, 73, 71, 67, 56, 48, 10;47.23231;39.62086;423014,0097;2196936,91
ул. Шишкина;67, 96, 94, 71;;;96, 94, 73, 71, 67, 56, 48, 10;47.23239;39.6203;423023,6443;2196894,66
ул. Щаденко;14;;;88, 67, 63, 14;47.25365;39.7949;425171,0026;2210152,107
ул. Щаденко;14;;;88, 67, 63, 14;47.25401;39.79504;425210,8638;2210163,314
ул. Щербакова;42а, 42, 36, 35а, 35, 3а, 3;;;59, 58, 24;47.26391;39.77607;426333,5387;2208744,447
ул. Щербакова;3;;;;47.26464;39.77701;426413,5949;2208816,841
ул. Щербакова;42а, 42, 36, 35а, 35, 28;;;59, 58, 24;47.26419;39.77724;426363,2973;2208833,473
ул. Щербакова;69, 36;;;95;47.27679;39.78396;427756,2484;2209363,584
ул. Щербакова;69a, 36, 28;;;95;47.27734;39.78227;427819,3627;2209236,658
Универмаг;;;;4;47.19113;39.62402;418431,7482;2197096,459
Универсам;98, 96, 94, 57, 34;;12;98, 96, 94, 93, 73, 34, 20, 10;47.20794;39.63049;420292,0392;2197619,162
Универсам;98, 96, 94, 57, 34;;8;98, 96, 94, 93, 73, 34, 20, 10;47.208;39.62918;420300,4306;2197520,034
Университет;67, 71, 94, 96, 26;;;40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23;47.21673;39.63383;421264,8662;2197889,094
Университет;96, 26, 67, 71, 94;;;25, 23, 20, 71, 40, 73, 52, 59, 67, 96, 94, 93, 10;47.21574;39.63408;421154,4777;2197906,128
Участок 2;69a, 69, 28;;;;47.30463;39.77593;430860,7264;2208803,97
Участок 3;69a, 69, 28;;;;47.30779;39.77024;431218,7214;2208379,154
Участок 3;69a, 69, 28;;;;47.30748;39.77069;431183,7276;2208412,645
Участок 5;69a, 69, 28;;;;47.30721;39.76493;431160,5046;2207976,621
Участок 5;69a, 69, 28;;;;47.30715;39.76497;431153,7868;2207979,541
Участок 7;69a, 69, 28;;;;47.3073;39.76247;431173,4218;2207790,758
Участок 7;69a, 69, 28;;;;47.30727;39.76238;431170,1932;2207783,9
Участок 8;69a, 69, 28;;;;47.30817;39.75918;431274,0469;2207543,496
Фабрика;37;;;20;47.22296;39.67225;421907,8637;2200810,906
"Фабрика ""Малыш""";45, 47, 78, 94, 21;;;23, 11, 21, 94, 44, 45, 47, 66, 78, 79, 19;47.29519;39.7012;429901,5083;2203135,53
"Филиал часового завода ""Витязь""";69, 42а, 42, 35а, 35, 3а;;;59, 58, 24;47.2886;39.80325;429046,9468;2210842,961
"Филиал часового завода ""Витязь""";69a, 42а, 42, 35а, 35, 3а;;;59, 58, 24;47.2885;39.80308;429036,0241;2210829,933
Фруктовый сад;;;;56, 40, 16;47.21571;39.61362;421178,1413;2196356,272
Хладокомбинат;32;;;56, 25, 23;47.20694;39.61377;420202,9586;2196350,524
Хладокомбинат;34, 57, 94, 96, 98, 32;;8;34, 20, 25, 56, 73, 93, 94, 96, 98, 23;47.20717;39.61353;420228,8474;2196332,79
Хлебозавод;96, 94;;;96, 94, 71, 10;47.24489;39.61419;424421,409;2196456,376
Хлебозавод;96, 94;;;96, 94, 71, 10;47.24445;39.61396;424372,7984;2196438,105
Хоз. магазин;10, 1;;;43, 14, 10;47.26669;39.6657;426777,8306;2200396,949
Хоз. магазин;10, 1;;;43, 10;47.26695;39.66584;426806,5567;2200408,032
ЦГБ;77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49;;6;45, 49, 65, 77, 83, 92;47.23437;39.71341;423124,7931;2203948,91
ЦГБ;90а, 33, 35, 35а, 46, 47, 58, 65, 77, 1, 90, 92a, 99, 78;;6;25, 47, 49, 65, 77, 83, 92;47.23382;39.71394;423062,9946;2203988,048
Центральный рынок;;7, 6, 4, 1;;;47.21725;39.70888;421227,1024;2203574,805
Центральный рынок;99, 92a, 77, 46, 1;;;;47.21824;39.71289;421332,2109;2203880,337
Центральный рынок;78, 33;;;92, 83;47.21807;39.71276;421313,4718;2203870,183
Центральный рынок;90а, 90, 65, 47;;6;65;47.21811;39.71214;421318,6836;2203823,294
Центральный рынок;61, 51, 27;;;;47.21793;39.71141;421299,5734;2203767,674
Центральный рынок;60, 58, 35а, 35, 9, 2;;;;47.21773;39.71062;421278,3144;2203707,473
Центральный рынок;49, 42а, 42, 5;;;;47.21808;39.71173;421315,8544;2203792,184
Центральный рынок;83, 45, 22;;;;47.21778;39.71037;421284,182;2203688,627
Центральный рынок;34а, 34, 26;;;44;47.21723;39.70791;421226,0793;2203501,295
Центральный рынок;75, 64, 57, 41, 16, 4;;12, 8;;47.21695;39.70794;421194,9137;2203503,059
Центральный рынок;71, 15, 6;;;;47.21708;39.70716;421210,3321;2203444,213
Центральный рынок;;;;47;47.21602;39.70987;421089,1354;2203647,562
Центральный рынок;;;;11, 6, 99, 90, 78, 58, 45, 43, 38;47.21567;39.70964;421050,5092;2203629,505
Центральный рынок;;;;99, 90, 78, 58, 38, 20, 11, 6;47.21575;39.7094;421059,6998;2203611,47
Центральный рынок;;;;45;47.21733;39.71492;421228,5422;2204032,454
Церковь;11;;;;47.2584;39.78371;425712,0465;2209313,214
Часовой завод;;;;92, 83, 77, 65, 49, 47;47.22139;39.71929;421674,5339;2204370,774
Чемордачка;39;;;;47.21143;39.74903;420531,1905;2206605,765
Черепахина;;6;;;47.23834;39.73145;423544,0736;2205322,006
Черепахина;;6;;;47.23839;39.73138;423549,7174;2205316,796
Шалаш;39;;;;47.21062;39.75267;420436,7857;2206880,09
Шаталова;63, 18л, 92a, 65;;6;83, 65, 63, 56, 44, 25, 11;47.29079;39.71461;429395,7431;2204141,828
Шаталова;92a, 83, 65, 63, 33, 18п;;6;95, 83, 65, 63, 56, 44, 25, 11;47.292;39.71387;429531,1754;2204088,045
Шеболдаева;6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22;;;43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23;47.24811;39.69716;424672,4731;2202743,625
Школа;32;;;;47.22409;39.56373;422177,3049;2192594,17
Школа;32;;;;47.22373;39.56416;422136,6904;2192626,008
Школа;71, 67, 64, 26, 16;;;71, 67, 59, 52, 40, 16;47.21229;39.63981;420763,4436;2198333,559
Школа;71, 67, 64, 26, 16;;8;71, 67, 59, 52, 40, 16;47.21245;39.63934;420781,8442;2198298,262
Школа;7;;9;95, 93, 88;47.25609;39.7984;425438,2361;2210421,158
Школа;92a, 89, 54, 18п;;;95, 79, 44, 29;47.2873;39.74236;428973,9513;2206234,687
Школа;92a, 89, 54, 18л;;;95, 79, 44, 29;47.28665;39.74293;428901,0016;2206276,655
Школа;42а, 42, 35а, 35, 3а;;;59, 58, 24;47.27051;39.79247;427048,2035;2209996,795
Школа;42а, 42, 35а, 35, 3а;;;59, 24;47.27073;39.79247;427072,6618;2209997,169
Школа;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24901;39.73439;424726,7274;2205563,604
Школа;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24911;39.73506;424737,0329;2205614,501
Школа;94, 49, 42а, 42, 17, 5, 1;;;94, 58, 56, 49, 14;47.24971;39.70048;424846,2118;2202997,88
Школа №20;98, 67;;;52;47.25479;39.77197;425324,4441;2208418,412
Школьная;68;;;;47.22999;39.80465;422529,432;2210850,379
Элеватор;39;;;;47.20699;39.71692;420076,5538;2204165,292
Элеватор;39, 31;;;;47.20661;39.7169;420034,3327;2204163,091
Юг Руси;31;;;73;47.1987;39.69571;419181,2235;2202543,211
