object_name;bus;tram;trolleybus;shuttle_bus;latitude_1;longitude_1;latitude_2;longitude_2
Поликлиника;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24896;39.74933;424703,1672;2206694,482
Поликлиника;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24911;39.7468;424722,8765;2206503,224
Поликлиника;6;;;56, 6;47.24654;39.67633;424524,1438;2201163,833
Поликлиника;6;;;56, 6;47.24642;39.67679;424510,2195;2201198,434
Поликлиника;45, 22, 21, 2;;;90, 45, 38, 21;47.2547;39.70738;425392,4002;2203529,282
Поликлиника;90а, 90, 47, 21, 2;;;90, 47, 21;47.25451;39.70648;425372,3921;2203460,813
Поликлиника №16;92a, 78, 65, 63, 33, 18л;;6;95, 83, 65, 63, 56, 44, 25, 11;47.2851;39.71588;428761,5983;2204227,606
Поликлиника №16;92a, 83, 65, 63, 33, 18п;;6;95, 83, 65, 63, 56, 44, 25, 11;47.28503;39.71554;428754,2344;2204201,759
Поликлиника №4;92a, 90а, 69a, 22;;;;47.28886;39.75735;429129,4398;2207371,348
Поликлиника №4;92a, 90а, 69, 22;;;;47.28817;39.75718;429052,9317;2207357,282
Поликлиника больницы №20;98, 96, 94, 57, 34;;12;98, 96, 94, 93, 73, 34, 20, 10;47.20772;39.62219;420278,514;2196989,937
пос. Автосборочный;2;;;;47.26436;39.74022;426426,1951;2206032,14
пос. Геофизиков;70;;;14;47.24299;39.83932;423935,6103;2213497,057
пос. Геофизиков;70;;;14;47.24246;39.83838;423877,7323;2213425,025
пос. Камышеваха;90а, 36;;;;47.31241;39.79008;431709,1854;2209887,257
пос. Кирпичный;70;;;14;47.25109;39.83612;424839,6773;2213268,031
пос. Кирпичный;70;;;14;47.25072;39.83914;424795,1848;2213496,035
пос. Кирпичный;70;;;14;47.25064;39.83902;424786,4241;2213486,821
пос. Мирный;90а, 90, 22;;;92, 90;47.27485;39.73464;427599,158;2205628,53
пос. Мирный;90а, 90, 22;;;92, 90;47.27479;39.73524;427591,7606;2205673,821
пос. Мясникован;92a, 83, 78, 33, 18п;;;95, 83, 79, 78, 56, 44, 29, 25, 23;47.29582;39.72776;429938,8438;2205145,515
пос. Мясникован;92a, 83, 78, 33, 18л;;;95, 83, 79, 78, 56, 44, 29, 25, 23;47.29567;39.72772;429922,2164;2205142,221
пос. Пилотов;7;;9;95, 93;47.26507;39.81428;426418,4398;2211638,091
пос. Пилотов;7;;9;95, 93;47.26549;39.81405;426465,3939;2211621,385
пос. Фрунзе;14;;;63;47.2461;39.79735;424328,8169;2210324,794
Пост ГИБДД;96, 94;;;96, 94, 10;47.26015;39.622;426107,5653;2197077,254
Пост ГИБДД;96, 94;;;96, 94, 10;47.25993;39.6218;426083,3714;2197061,69
Почта;37, 15;;;93, 48, 25, 23, 20;47.23326;39.64082;423093,4217;2198450,18
Почта;37, 15;;;93, 48, 25, 23, 20;47.23329;39.64102;423096,4963;2198465,382
Почта;68;;;;47.22968;39.81465;422483,5763;2211607,141
пр. 20-летия Октября;42а, 42, 36, 35а, 35, 28, 3а;;;59, 58, 24;47.26697;39.78622;426661,8891;2209517,815
пр. 20-летия Октября;42а, 42, 36, 35а, 35, 3а;;;59, 58, 24;47.26706;39.78612;426672,011;2209510,401
пр. 40 лет Победы;80, 70, 68, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23893;39.83049;423494,0868;2212821,873
пр. 40 лет Победы;80, 70, 68, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23929;39.83031;423534,3108;2212808,836
пр. 40 лет Победы, 99;80, 54;;;88, 80, 67, 66, 63, 55, 53;47.24243;39.83417;423879,0841;2213106,236
пр. 40 лет Победы, 99;80, 54;;;88, 80, 67, 66, 63, 55, 53;47.24174;39.8349;423801,5602;2213160,375
пр. Буденновский;;7;;;47.22468;39.70521;422057,6646;2203310,348
пр. Буденновский;;1, 10, 6, 4;;;47.22495;39.70605;422086,6396;2203374,457
пр. Буденновский;;10, 6, 4, 1;;;47.22488;39.70605;422078,8575;2203374,329
пр. Буденновский;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;;47.22023;39.70869;421558,633;2203565,825
пр. Буденновский;98, 80, 70, 67, 33, 7, 3а, 3;;22, 9, 2, 1;;47.21984;39.70622;421518,3344;2203378,034
пр. Буденновский;60, 9;;;93, 25, 23, 12;47.23075;39.70219;422736,2366;2203092,708
пр. Будённовский;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.22636;39.70555;422244,0137;2203339,156
пр. Будённовский;21;;5;98, 88, 80, 67, 59, 55, 52, 40, 29, 21;47.22612;39.70374;422219,5786;2203201,643
пр. Буденновский, 103 по требованию;61;;;;47.24067;39.70185;423839,4986;2203085,077
пр. Буденновский, 108;51;;;;47.24177;39.70181;423961,8391;2203084,058
пр. Ворошиловский;;10, 6, 4, 1;;;47.22704;39.71609;422306,5932;2204138,608
пр. Ворошиловский;;;22, 9, 2, 1;;47.22262;39.71982;421810,6267;2204413,13
пр. Ворошиловский;98, 80, 70, 67, 33, 7, 3а, 3;;22, 9, 2, 1;;47.22225;39.7174;421772,4634;2204229,176
пр. Ворошиловский;;;5;29, 98, 88, 80, 67, 59, 55, 52, 40;47.22863;39.7155;422484,0845;2204096,798
пр. Ворошиловский;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.22898;39.71787;422520,0814;2204276,908
пр. Ворошиловский;98, 80, 70, 67, 7, 3а, 3;;;;47.22218;39.71774;421764,2635;2204254,801
пр. Ворошиловский/ул. МаксимаГорького;;4, 1, 10, 6;;;47.22736;39.71731;422340,6688;2204231,578
пр. Кировский;;10, 6, 4, 1;;;47.22991;39.72914;422609,6915;2205132,037
пр. Кировский;;10, 6, 4, 1;;;47.22986;39.72914;422604,1329;2205131,947
пр. Кировский;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;;47.22515;39.73194;422077,1021;2205335,587
пр. Кировский;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.23147;39.72858;422783,8037;2205092,418
пр. Кировский;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.23132;39.72863;422767,0669;2205095,936
пр. Королева;92a, 78, 18п;;;95, 79, 78, 56, 44, 38, 29, 25, 23;47.29567;39.71509;429937,6833;2204186,964
пр. Королева;92a, 83, 78, 33, 18л;;;95, 83, 79, 78, 56, 44, 29, 25, 23;47.29539;39.71482;429906,8868;2204166,036
пр. Королева, 15;78, 18п, 18л;;;79, 78, 38, 23;47.29507;39.70971;429877,6141;2203778,963
пр. Королева, 15;83, 18п, 18л;;;79, 78, 38, 23;47.2948;39.70924;429848,1781;2203742,924
пр. Королева, 4;94, 78, 18п, 18л;;;94, 79, 78, 44, 23, 11;47.29158;39.69491;429508,0143;2202653,154
пр. Королева, 4;18п, 21, 45, 47, 83, 96, 18л;;;21, 19, 96, 23, 44, 45, 47, 66, 78, 79, 11;47.29157;39.69547;429506,2026;2202695,494
пр. Космонавтов;;;;30;47.29045;39.71626;429355,9136;2204266,021
пр. Космонавтов;;;;30;47.29032;39.71597;429341,8175;2204243,85
пр. Маршала Жукова;26;;;73, 67, 59, 55, 48;47.23406;39.60106;423234,9367;2195441,021
пр. Маршала Жукова;26;;;73, 67, 59, 55, 48;47.23393;39.60134;423220,1086;2195461,967
пр. Маршала Жукова/Еременко;71, 67, 26;;;73, 67, 59, 55, 48;47.23216;39.60173;423022,8095;2195488,013
пр. Мира;98, 67;;;52;47.24379;39.76618;424108,3561;2207961,069
пр. Сельмаш;54, 3а, 3;;5;79, 66, 59, 40, 29, 24, 19;47.2439;39.76541;424121,4951;2207902,965
пр. Сиверса;;;;58, 20;47.22417;39.68727;422023,3785;2201950,718
пр. Солженицына;26;;;;47.23551;39.59055;423410,2917;2194648,065
пр. Солженицына;26;;;;47.23573;39.59052;423434,7903;2194646,23
пр. Стачки;;;;56, 40, 16;47.21228;39.61381;420796,5667;2196363,972
пр. Стачки;;;;56, 25, 23;47.21145;39.61339;420704,8519;2196330,536
пр. Стачки, 217;64, 16;;;25, 23, 16;47.21226;39.63077;420771,9372;2197648,698
пр. Стачки, 217;64, 16;;;25, 23, 16;47.21237;39.63003;420785,1379;2197592,853
пр. Стачки, 223;64, 16;;;25, 23, 16;47.21217;39.62502;420769,4967;2197212,946
пр. Стачки, 223;64, 16;;;25, 23, 16;47.21222;39.62419;420776,15;2197150,168
пр. Стачки, 231;64, 16;;;25, 23, 16;47.21195;39.61937;420752,5036;2196784,515
пр. Стачки, 231;64, 16;;;25, 23, 16;47.21204;39.61815;420764,1251;2196692,271
пр. Стачки/ул. Зорге;71, 67, 64, 26, 16;;;71, 67, 59, 52, 40, 16;47.21234;39.63601;420773,9648;2198045,795
пр. Чехова;;10, 6, 4, 1;;;47.22846;39.72229;422456,8518;2204610,696
пр. Чехова;;10, 6, 4, 1;;;47.2283;39.7218;422439,664;2204573,301
пр. Чехова;98, 80, 70, 67, 7, 3а, 3;;2, 1, 22, 9;;47.22362;39.72452;421916,0464;2204770,893
пр. Чехова;98, 80, 70, 67, 7, 3а, 3;;22, 9, 2, 1;;47.22351;39.72352;421905,0397;2204694,959
пр. Чехова;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.22982;39.72113;422609,4679;2204525,296
пр. Чехова;;;5;98, 88, 80, 67, 59, 55, 52, 40, 29;47.22978;39.72162;422604,4208;2204562,33
пр. Шолохова;98, 67, 54, 7, 3а, 3;;9, 1;66, 24, 19, 95, 79;47.23995;39.75808;423691,0501;2207341,129
пр. Шолохова;98, 67, 54, 7, 3а, 3;;9, 1;95, 79, 66, 24, 19;47.24041;39.75793;423742,3684;2207330,575
"Правление с/т ""Мичуринец""";69, 42а, 35а, 35, 3а;;;;47.29859;39.79457;430167,5589;2210203,309
"Правление с/т ""Мичуринец""";69a, 42а, 35а, 35, 3а;;;;47.29849;39.79483;430156,1416;2210222,803
Пригородный автовокзал;3а, 7, 54, 67, 98, 3;;9, 1, 5;59, 19, 24, 29, 52, 66, 67, 79, 88, 93, 95, 40;47.24182;39.76184;423894,4802;2207629,067
Пригородный автовокзал;3, 54, 67, 98, 3а, 7;;1, 5, 9;67, 19, 24, 29, 40, 52, 66, 79, 88, 93, 95, 59;47.24322;39.76507;424046,299;2207876,043
Пригородный ЖДВ;3а, 7, 33, 70, 75, 80, 3;;22, 1, 2, 9;55, 20, 38, 52, 67, 78, 90, 98, 99, 40;47.21808;39.69486;421336,8146;2202514,374
Пригородный ЖДВ;3а, 7, 31, 33, 39, 70, 80, 3;;22, 1, 2, 9;55, 20, 38, 52, 58, 59, 67, 78, 90, 98, 99, 40;47.21788;39.69462;421314,8802;2202495,828
Пригородный ЖДВ;;4, 1;;;47.21779;39.6946;421304,8997;2202494,148
Пригородный ЖДВ;98, 67, 39;;;98, 67, 59, 55, 52, 40;47.21714;39.69605;421230,8245;2202602,786
Промежуточная;27, 18п, 18л;;;;47.28423;39.67244;428719,2245;2200939,788
Путепровод;6;;;56, 6;47.2474;39.65517;424646,8124;2199563,567
Путепровод;6;;;56, 6;47.24725;39.65526;424630,0204;2199570,096
Пчелка;89;;;;47.29481;39.74166;429809,7148;2206195,035
Рабочая площадь;15;;;;47.2144;39.66307;420967,9472;2200099,535
Рабочая площадь;15;;;;47.21418;39.66322;420943,297;2200110,484
Рабочая площадь;;;;48;47.21663;39.6651;421213,2631;2200257,494
Рабочий городок;61;;;;47.24374;39.70149;424181,2489;2203063,429
Рабочий городок;51;;;;47.24406;39.70161;424216,6751;2203073,099
Радуга;;;;55;47.22842;39.64098;422555,1359;2198453,038
Радуга;;;;55;47.22918;39.64083;422639,8228;2198443,132
Расковой;80, 70, 68, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23582;39.8036;423178,7757;2210780,666
Расковой;80, 70, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23555;39.8043;423147,9575;2210833,216
РГУПС;99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а;;;99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6;47.24862;39.69699;424729,3839;2202731,69
РГУПС;17, 6;;;56, 6;47.25003;39.69592;424887,475;2202653,278
РГУПС;2, 21, 22, 27, 45, 49, 83, 96, 99, 1;;;21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11;47.2517;39.69818;425070,3134;2202827,417
РГУПС;94, 49, 1;;;56;47.24981;39.69871;424859,5344;2202864,075
РЗНО;96, 89, 54, 28, 18л;;;96, 79, 30, 29;47.26739;39.76202;426736,9822;2207687,211
РЗНО;94, 89, 54, 18п;;;94, 79, 30, 29;47.26732;39.76254;426728,5838;2207726,44
"р-к ""Верхний Темерник""";89, 83, 78, 69a, 69, 33;;;83, 78, 56, 25, 23;47.30112;39.74579;430506,2583;2206518,548
"р-к ""Верхний Темерник""";69a, 69, 54;;;83, 78, 56, 25, 23;47.30082;39.74539;430473,3864;2206487,768
"р-к ""Нижний Темерник""";92a, 83, 78, 33, 18п;;;95, 83, 79, 78, 56, 44, 29, 25, 23;47.29245;39.7325;429558,4212;2205498,006
"р-к ""Нижний Темерник""";92a, 83, 78, 33, 18л;;;95, 83, 79, 78, 56, 44, 29, 25, 23;47.29207;39.73245;429516,2356;2205493,546
р-к Алмаз;;;;95, 93;47.27086;39.82288;427052,4174;2212298,5
РКБ з/д ЖБК;;;;19;47.25395;39.75378;425252,6043;2207040,095
РКБ з/д ЖБК;;;;19;47.25416;39.75369;425276,0582;2207033,651
РМПАТП-6;77;;;95, 77;47.29657;39.70217;430053,7226;2203211,418
РМПАТП-6;77;;;95, 77;47.29734;39.70184;430139,7372;2203187,867
Ровенская;;7;;;47.22042;39.64476;421660,8346;2198724,038
Ровенская;;7;;;47.2203;39.6448;421647,4419;2198726,839
Роддом;15;;;48;47.21848;39.65941;421426,2291;2199829,986
Роддом;15;;;48;47.21928;39.65865;421516,1443;2199773,931
Роставто;31;;;73;47.19327;39.68727;418588,1403;2201893,672
Роставто;31;;;73;47.19179;39.6849;418426,5895;2201711,337
Ростовское море;90а, 36, 35а;;;92, 90;47.31285;39.7854;431763,5321;2209534,153
Ростовское море;92a, 90а, 69a, 69, 42а, 36, 35а;;;92, 90;47.31295;39.78475;431775,4054;2209485,178
Ростовтехоптторг;;;;48, 40, 16;47.23783;39.59945;423656,2201;2195326,544
Ростовтехоптторг;;;;48, 40, 16;47.23739;39.60113;423605,0487;2195452,88
Ростов-Товарная;96, 94;;;96, 94, 71, 10;47.25183;39.61427;425192,8449;2196475,976
Ростов-Товарная;96, 94;;;96, 94, 71, 10;47.25127;39.614;425130,9467;2196454,445
Ростов-Товарная;;10, 4;;;47.24387;39.75197;424134,1348;2206885,398
Ростов-Товарная;;10, 4;;;47.24404;39.75218;424152,7833;2206901,595
Роща;80, 70, 68, 54;;22;80, 66, 55, 53, 14;47.23513;39.79799;423108,5048;2210354,714
Роща;80, 70, 54;;22;88, 80, 67, 66, 63, 55, 53, 14;47.23489;39.79905;423080,6042;2210434,573
Роща;;;;88, 67, 63, 14;47.23559;39.79865;423158,8856;2210405,466
Рощинская;92a, 90а, 69a, 69, 42а, 36, 35а, 28;;;92, 90;47.29868;39.78359;430190,2898;2209373,046
Рощинская;36, 28;;;92, 90;47.29819;39.78386;430135,4998;2209392,627
Рощинская;69, 42а, 35а, 35, 3а;;;;47.29855;39.78532;430173,8243;2209503,663
Рощинская;69a, 42а, 35а, 35, 3а;;;;47.29846;39.78564;430163,4466;2209527,711
Рынок;80, 54;;;88, 80, 67, 63, 55;47.24291;39.834;423932,6372;2213094,152
Рынок;99, 96, 94, 49, 10;;;99, 96, 94, 49, 10;47.2621;39.65647;426279,3879;2199689,785
Рынок;99, 96, 94, 49, 10;;;99, 96, 94, 49, 14, 10;47.26206;39.65569;426275,9457;2199630,677
"Рынок ""Геркулес""";89, 83, 78, 54, 33;;;83, 78, 56, 25, 23;47.29298;39.73483;429614,518;2205675,188
"Рынок ""Геркулес""";89, 83, 78, 54, 33;;;56, 25, 23, 83, 78;47.29369;39.73466;429693,6579;2205663,594
"Рынок ""Донской""";96, 89, 54, 28, 18л;;;96, 79, 30, 29;47.26615;39.76667;426593,6252;2208036,946
"Рынок ""Донской""";94, 89, 54, 18п;;;94, 79, 30, 29;47.26639;39.76617;426620,8975;2207999,525
"Рынок ""Классика""";;;;95, 93;47.27437;39.81781;427448,3618;2211920,689
"Рынок ""Классика""";;;;95, 93;47.27441;39.81559;427455,3223;2211752,78
"Рынок ""Лидер""";;;;88, 67, 63, 14;47.24126;39.79911;423788,7115;2210449,866
"Рынок ""Лидер""";;;;88, 67, 63, 14;47.24181;39.79902;423849,9605;2210443,98
"Рынок ""Лимузин-Агро""";;;;71;47.25422;39.60762;425467,4068;2195977,283
"Рынок ""Лимузин-Агро""";;;;71;47.2541;39.60886;425452,4111;2196070,907
"Рынок ""Меркурий""";36, 28, 3а;;;92, 90;47.29239;39.78376;429490,8031;2209375,14
"Рынок ""Меркурий""";;;;44;47.29249;39.78085;429505,3122;2209155,203
"С/о ""Виноградарь""";35а, 92a, 90а, 69, 42а, 36;;;92, 90;47.3046;39.78378;430848,2234;2209397,546
"С/о ""Виноградарь""";92a, 90а, 69a, 69, 42а, 36, 35а;;;92, 90;47.30457;39.78363;430845,0628;2209386,152
"С/т ""Братство""";10, 1;;;43, 10;47.28842;39.66155;429198,9556;2200123,856
"С/т ""Братство""";10, 1;;;43, 10;47.28836;39.6614;429192,4776;2200112,397
"С/т ""Вираж""";10, 1;;;43, 10;47.29254;39.66049;429658,3535;2200051,447
"С/т ""Вираж""";27, 18п, 18л, 10, 1;;;43, 10;47.29329;39.66077;429741,3748;2200074,041
"С/т ""Мичуринец"", пос. Камышеваха";69, 42а, 35а, 35, 3а;;;;47.2986;39.80233;430159,7479;2210790,214
"С/т ""Мичуринец"", пос. Камышеваха";35, 3а, 69a, 42а, 35а;;;;47.2985;39.80266;430148,2523;2210815,004
"С/т ""Салют""";27, 18п, 18л, 10, 1;;;43, 10;47.2959;39.66603;430024,8019;2200476,797
"С/т ""Салют""";27, 18п, 18л, 10, 1;;;43, 10;47.2959;39.66583;430025,0576;2200461,67
"С/т ""Спутник""";27, 18п, 18л;;;;47.28584;39.66697;428905,1882;2200529,004
"С/т ""Спутник""";27, 18п, 18л;;;;47.28529;39.66767;428843,1484;2200580,925
"С/т ""Спутник""";10, 1;;;43, 10;47.28576;39.66211;428902,5143;2200161,205
"С/т ""Спутник""";10, 1;;;43, 10;47.28579;39.66195;428906,0547;2200149,157
"С/т ""Энергия""";27, 10;;;;47.29714;39.67034;430157,1574;2200805,1
"С/т ""Энергия""";27, 18п, 18л, 10, 1;;;43, 10;47.29723;39.6702;430167,3415;2200794,68
Сады;34а;;;44;47.20627;39.6458;420086,3902;2198775,848
Сады;37, 15;;;93, 48, 25, 23, 20;47.23015;39.64468;422742,6511;2198736,537
Сады;37, 15;;;93, 48, 25, 23, 20;47.23011;39.64497;422737,8274;2198758,422
Сады;35, 3а, 42а, 42;;;93, 59, 58, 24;47.27781;39.80283;427847,8549;2210793,025
Сады;42а, 42, 35, 3а;;;93, 59;47.27791;39.80273;427859,0869;2210785,627
Сады;90а, 36;;;;47.31247;39.79041;431715,4739;2209912,311
Сады;69a, 69, 35, 22;;;;47.29831;39.75652;430181,0273;2207325,1
Сады;69a, 69, 35, 22;;;;47.2985;39.75666;430201,9838;2207336,021
Сады;69a;;;95, 58;47.27762;39.80158;427828,1646;2210698,13
"Сады ""Виноградарь""";69a, 69, 28;;;;47.30469;39.78303;430859,1024;2209340,984
"Сады ""За дружбу""";27, 18п, 18л;;;;47.28808;39.66489;429156,8775;2200375,869
"Сады ""За дружбу""";27, 18п, 18л;;;;47.28811;39.66503;429160,0336;2200386,515
"Сады ""Звезда""";27, 18п, 18л;;;;47.28414;39.67308;428708,4049;2200988,036
Сады Геологов;27, 18п, 18л;;;;47.29232;39.66104;429633,1893;2200092,633
Сады Геологов;27, 18п, 18л;;;;47.29193;39.66155;429589,177;2200130,474
Сады СКВО;10, 1;;;43, 10;47.27481;39.66431;427682,3405;2200307,033
Сады СКВО;10, 1;;;43, 10;47.27412;39.66459;427605,2721;2200326,921
Сбербанк;;;;48;47.21543;39.6826;421057,6123;2201580,835
Сбербанк;;;;48;47.21524;39.6829;421036,1108;2201603,208
Свято-Иверский женский монастырь;;;;78, 44, 23, 11;47.28242;39.69437;428490,3337;2202595,469
Северный рынок;92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л;;6;25, 45, 47, 56, 63, 65, 66, 77, 83, 21;47.28091;39.71683;428294,6102;2204291,904
Северный рынок;92a, 21, 33, 45, 47, 63, 65, 77, 83, 18п;;6;25, 38, 45, 47, 56, 63, 65, 66, 77, 83, 21;47.28131;39.71649;428339,4978;2204266,904
Сельмаш;;10, 4;;;47.25427;39.76499;425274,8636;2207889,176
Сельмаш;98, 67, 54, 11, 3а, 3;;5, 1;79, 66, 59, 40, 29, 24, 19;47.25445;39.76536;425294,4374;2207917,495
Сельмаш;63, 58, 42а, 42, 35а, 35, 17, 5;;;63, 19, 14;47.25378;39.76347;425222,1869;2207773,27
Сельмаш;94, 36, 28, 14;;;94, 66, 58, 30;47.25494;39.76415;425350,3437;2207826,758
Сельмаш;89, 18п;;;;47.25599;39.7647;425466,4256;2207870,213
СИ и ТО;94, 89, 54, 18п;;;94, 79, 30, 29, 19;47.27069;39.76212;427103,7383;2207700,525
СИ и ТО;96, 89, 54, 28, 18л;;;96, 79, 30, 29, 19;47.27097;39.76206;427134,9382;2207696,472
СИ и ТО;90;;;;47.2723;39.76128;427283,7246;2207639,768
Сиверса;;10, 7;;;47.22374;39.68802;421974,6308;2202006,726
Сиверса;;10, 7;;58, 20;47.22399;39.68729;422003,3422;2201951,9
Сказка;98, 96, 94, 57, 34;;8;98, 96, 94, 93, 73, 34, 20, 10;47.20789;39.62471;420294,0869;2197181,179
СКЛП;31;;;73;47.20041;39.69844;419367,9201;2202753,198
СКЛП;31;;;73;47.2004;39.69826;419367,0329;2202739,541
СМП-550;70;;;14;47.25157;39.83194;424897,7035;2212952,402
Смычка;;;;8;47.1914;39.6229;418463,2431;2197012,105
Смычка;;;;4;47.19156;39.62271;418481,2816;2196998,017
"Совхоз ""Декоративные культуры""";90а, 36;;;;47.31249;39.79586;431711,4029;2210324,42
Совхоз СКВО;27, 18п, 18л, 10, 1;;;43, 10;47.30367;39.67705;430874,5985;2201324,757
Совхоз СКВО;27, 18п, 18л, 10, 1;;;43, 10;47.30366;39.677;430873,5501;2201320,958
Солидарности;68;;;;47.23007;39.79341;422551,2461;2209999,334
Соловушки;90, 89, 69, 54, 18л;;;95, 92, 90, 79, 44;47.28125;39.76289;428276,8261;2207777,168
Соловушки;89, 69a, 54, 22, 18п;;;95, 92, 90, 79, 44;47.28157;39.7619;428313,575;2207702,828
Спортивный комплекс;34а;;;44;47.20355;39.62568;419810,3195;2197246,273
Спортивный комплекс;34а;;;44;47.20348;39.6263;419801,7206;2197293,112
"СТ ""Агропром""";92a;;;;47.31404;39.7712;431912,4351;2208462,555
Ст. Первомайская;96, 94;;;98, 96, 94;47.20029;39.60731;419472,2704;2195848,08
Стадион СКА;90а, 90, 22;;;92, 90;47.27345;39.72992;427449,245;2205268,895
Стадион СКА;90а, 90, 22;;;92, 90;47.27315;39.72807;427418,1448;2205128,376
Стартовая;47, 45, 21;;;19, 66, 47, 45, 21;47.28892;39.69251;429215,2944;2202466,721
Стартовая-1;47, 45, 21;;;66, 47, 45, 21, 19;47.2942;39.69339;429801,1928;2202543,003
Стартовая-2;47, 45, 21;;;66, 47, 45, 21, 19;47.29344;39.68933;429721,7906;2202234,518
Столбовая;27, 18п, 18л;;;;47.28398;39.67785;428684,5627;2201348,59
Столбовая;27, 18п, 18л;;;;47.28405;39.67781;428692,3956;2201345,694
Стретенский храм;68;;;;47.23179;39.81889;422713,3517;2211931,73
Стройгородок;99, 96, 94, 49, 10;;;99, 96, 94, 49, 10;47.25824;39.64545;425864,508;2198848,41
Стройгородок;99, 96, 94, 49, 10;;;99, 96, 94, 49, 10;47.25821;39.64633;425860,0305;2198914,958
"Супермаркет ""О`КЕЙ""";;;;30;47.28927;39.70564;429237,8413;2203460,559
"Супермаркет ""О`КЕЙ""";;;;30;47.28904;39.70422;429214,0329;2203352,726
"Супермаркет ""Тихий Дон""";;;;99, 90, 78, 58, 38, 6;47.21341;39.70967;420799,2213;2203627,677
"Супермаркет ""Тихий Дон""";;;;99, 90, 78, 58, 38, 20, 6;47.2135;39.70937;420809,5978;2203605,115
Табачная фабрика;31;;;73;47.19625;39.69178;418913,7702;2202240,92
Театральный/Горького;;10, 4, 1;;;47.2321;39.73982;422840,2154;2205944,69
ТК Лента;;;;73, 55;47.23676;39.59887;423538,0442;2195280,517
Торговое училище;94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5;;;94, 66, 63, 58, 14;47.24893;39.74301;424707,4207;2206216,001
Торговое училище;96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5;;;96, 66, 63, 58, 14;47.24905;39.74237;424721,5321;2206167,765
Торговый центр;71, 67, 26;;;73, 67, 59, 55, 48;47.23212;39.61041;423006,7593;2196145,221
Торговый центр;71, 67, 26;;;73, 67, 59, 55, 48;47.23241;39.60795;423042,2805;2195959,508
Тренёва;41, 34а, 34, 26, 16, 15, 67, 71, 98, 57, 64;;8;67, 16, 34, 40, 44, 52, 59, 71, 98, 55;47.21137;39.66579;420627,6116;2200299,887
"ТРЦ ""Горизонт""";92a, 18п, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 2, 90а, 90;;6;21, 25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92;47.25983;39.7177;425949,9933;2204319,683
"ТРЦ ""Горизонт""";45, 2, 18л, 21, 33, 46, 47, 63, 65, 78, 90, 90а, 92a, 77, 22;;6;25, 63, 65, 66, 77, 83, 90, 92, 45, 21, 56, 47;47.26037;39.71823;426009,3763;2204360,77
"ТЦ ""МегаМаг""";75, 31;;;73;47.20302;39.72341;419627,2403;2204649,852
"ТЦ ""Меркурий""";36, 28, 3а;;;92, 90;47.29284;39.78391;429540,6571;2209387,256
"ТЦ ""МЕТРО""";;;;52, 40, 16;47.23737;39.60744;423594,3793;2195930,614
"ТЦ ""Тимоша""";39;;;;47.20933;39.8082;420228,5354;2211084,624
ТЭЦ-2;32;;;;47.21383;39.5806;421013,5669;2193851,327
ТЭЦ-2;64, 32;;;;47.21359;39.58086;420986,5316;2193870,542
УЖКХ;11;;;;47.25658;39.77363;425521,4951;2208547,148
УЖКХ;11;;;52;47.25661;39.77405;425524,3373;2208578,989
ул. 12-го Декабря;3;;;;47.26693;39.77814;426666,8613;2208906,292
ул. 12-го Декабря;3;;;;47.2666;39.77787;426630,4896;2208885,293
ул. 12-го февраля;60;;;;47.23659;39.67607;423418,299;2201125,612
ул. 12-го февраля;60;;;;47.23624;39.67601;423379,4645;2201120,417
ул. 12-го февраля;9;;;;47.23681;39.6718;423448,1839;2200802,707
ул. 12-го февраля;9;;;;47.23717;39.67181;423488,1935;2200804,137
ул. 1-й Конной Армии;54, 11, 3а, 3;;5, 1;79, 66, 59, 40, 29, 24, 19;47.25169;39.76487;424988,177;2207875,612
ул. 1-я Героическая;;;;29, 11;47.32207;39.74604;432835,0714;2206574,44
ул. 1-я Героическая;;;;29, 11;47.32175;39.74501;432800,7326;2206496,01
ул. 1-я Майская, 3;;;;98, 80;47.23215;39.76112;422820,2861;2207557,712
