field_1,route_n,next_stop_,name,bus,tram,trolley,minibus,lat,lon,Широта.(МС,Долгота.(М,n_bus,n_tram,n_trolley,n_minibus,n_all,NA,name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,name_3,place,name_en,name_ru,boundary,cladr_code,population,addr_regio,admin_leve,addr_count,addr_distr,addr_postc,landuse,addr_city,source,wikipedia,populati_1,fixme,cladr_name,cladr_suff,note,oktmo_user,old_name,official_s,is_in_city,website,descriptio_2,name_udm,is_in,source_url,name_de,name_lt,start_date,name_os,source_ref,name_uk,contact_we,official_n,pop,denspop
8638,49,"536,705134706431",ул. Б. Садовая,"83, 22, 33, 42, 42а, 45, 46, 49, 5, 77, 1, 92a, 65",NA,6,"45, 49, 65, 77, 83, 92",47.22320,39.71823,421877.05829,2204293.75187,13,0,1,6,20,26,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895
9808,49,"333,599433162916",ул. М. Горького,"65, 1, 5, 22, 33, 42, 42а, 45, 49, 77, 83, 92a, 46",NA,6,"92, 45, 49, 65, 77, 83",47.22783,39.71625,422394.22327,2204152.15088,13,0,1,6,20,30,ЦЕНТР,,,,,,1,0,-1,,,РљРёСЂРѕРІСЃРєРёР№,,,,administrative,,63499,,9,,,,,,,ru:Кировский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,63499,223.13895
9668,49,"425,429861847843",ул. Лермонтовская,"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49",NA,6,"45, 49, 65, 77, 83, 92",47.23070,39.71498,422714.85313,2204061.15982,13,0,1,6,20,29,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11558,49,"498,725637373487",ЦГБ,"77, 5, 22, 33, 42, 42а, 45, 46, 1, 65, 83, 92a, 49",NA,6,"45, 49, 65, 77, 83, 92",47.23437,39.71341,423124.79306,2203948.91037,13,0,1,6,20,41,ЦГБ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3748,49,"808,926858991218",Общежитие РИСИ,"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65",NA,6,"25, 45, 49, 65, 77, 83, 92",47.23885,39.71336,423622.91135,2203953.23224,13,0,1,7,21,10,Нансена центр,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11058,49,"286,451146825411",ул. Турмалиновская,"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65",NA,6,"25, 45, 49, 65, 77, 83, 92",47.24611,39.71290,424430.59783,2203931.54857,13,0,1,7,21,38,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5428,49,"536,46370689441",пл. Ленина,"83, 5, 22, 33, 42, 42а, 45, 46, 49, 1, 77, 92a, 65",NA,6,"25, 45, 49, 65, 77, 83, 92",47.24868,39.71271,424716.54817,2203921.81909,13,0,1,7,21,18,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3925,49,"470,558965076249",пер. Ашхабадский,"94, 49, 42а, 42, 17, 5, 1",NA,NA,"14, 94, 58, 56, 49",47.24956,39.70573,424823.01241,2203395.02901,7,0,0,5,12,12,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3976,49,"383,32902805303",пер. Боевой,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25298,39.70207,425207.77097,2203124.21425,10,0,0,13,23,13,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11925,49,"134,21090875293",Школа,"94, 49, 42а, 42, 17, 5, 1",NA,NA,"94, 58, 56, 49, 14",47.24971,39.70048,424846.21177,2202997.87999,7,0,0,5,12,44,Ленина,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
6921,49,"214,171488984112",РГУПС,"94, 49, 1",NA,NA,56,47.24981,39.69871,424859.53444,2202864.07506,3,0,0,1,4,20,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
6916,49,"407,001585567513",РГУПС,"2, 21, 22, 27, 45, 49, 83, 96, 99, 1",NA,NA,"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11",47.25170,39.69818,425070.31343,2202827.41665,10,0,0,13,23,19,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11809,49,"633,558517304899",Шеболдаева,"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22",NA,NA,"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23",47.24811,39.69716,424672.47314,2202743.62458,11,0,0,12,23,43,РИИЖТ,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11122,49,"427,950820503521",ул. Цезаря Куникова,"99, 94, 78, 49, 27, 1",NA,NA,"99, 94, 78, 49, 44, 43, 23, 14, 11",47.25344,39.69422,425268.70244,2202530.85543,6,0,0,9,15,39,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11132,49,"638,917110975939",ул. Цезаря Куникова,"49, 27, 1, 99, 96, 83",NA,NA,"99, 96, 78, 49, 44, 43, 23, 14, 11",47.25673,39.69715,425630.80205,2202758.67131,6,0,0,9,15,40,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5092,49,"392,038943150679",пл. 2-й Пятилетки,"99, 94, 78, 49, 27, 1",NA,NA,"99, 94, 78, 49, 44, 43, 23, 14, 11",47.25977,39.68942,425978.44834,2202179.19950,6,0,0,9,15,15,2-я пятилетка,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
9551,49,"147,35404363861",ул. Куликовская,"99, 96, 83, 49, 1",NA,NA,"99, 96, 78, 49, 44, 43, 14, 11",47.26192,39.68531,426222.64131,2201872.11241,5,0,0,8,13,28,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
8781,49,"481,168245737643",ул. Вавилова,"99, 96, 94, 49, 1",NA,NA,"14, 99, 96, 94, 49, 43",47.26189,39.68336,426221.76449,2201724.47688,5,0,0,6,11,27,Госпиталь-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
1201,49,"569,126268751387",Баня,"99, 96, 94, 49, 1",NA,NA,"99, 96, 94, 49, 43, 14",47.26612,39.68205,426693.68311,2201633.18113,5,0,0,6,11,1,Вавилова-Особенная,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5031,49,"489,477196577076",пер. Чалтырский,"99, 96, 94, 49, 1",NA,NA,"99, 96, 94, 49, 43, 14",47.26441,39.67495,426512.56716,2201092.69159,5,0,0,6,11,14,Госпиталь-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
1941,49,"553,370817638763",Госпиталь,"99, 96, 94, 49, 1",NA,NA,"99, 96, 94, 49, 43, 14",47.26003,39.67552,426024.90269,2201127.66173,5,0,0,6,11,5,Госпиталь-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
3871,49,"67,6216892021696",пер. Авиамоторный,"94, 49, 1, 99, 96",NA,NA,"99, 96, 94, 49, 43, 14",47.26321,39.66989,426385.59639,2200707.51160,5,0,0,6,11,11,Госпиталь-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
10741,49,"284,071342493806",ул. Северо-Кавказская,"99, 96, 94, 49, 1",NA,NA,"99, 96, 94, 49, 43, 14",47.26266,39.66951,426324.93532,2200677.72294,5,0,0,6,11,36,Госпиталь-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
10311,49,"258,710434915761",ул. Оганова,"99, 96, 94, 49, 10",NA,NA,"94, 49, 14, 10, 99, 96",47.26291,39.66525,426358.16948,2200355.79202,5,0,0,6,11,35,Военвед-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
1531,49,"341,794786631095",Военвед,"49, 10, 99, 96, 94",NA,NA,"99, 96, 94, 49, 14, 10",47.26292,39.66083,426364.94491,2200021.30283,5,0,0,6,11,3,Военвед-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
7271,49,"289,455748992978",Рынок,"99, 96, 94, 49, 10",NA,NA,"99, 96, 94, 49, 14, 10",47.26206,39.65569,426275.94572,2199630.67712,5,0,0,6,11,22,Военвед-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
1591,49,"111,568938784225",Военторг Новостройка,"99, 96, 94, 49, 10",NA,NA,"99, 96, 94, 49, 10",47.26057,39.65255,426114.34777,2199390.20957,5,0,0,5,10,4,Военвед-Оганова,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
2351,49,"251,440592352874",ЖК 50-летия Победы,"99, 96, 94, 49, 10",NA,NA,"99, 96, 94, 49, 10",47.26038,39.65110,426095.09859,2199280.10711,5,0,0,5,10,6,Болгарстрой,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
2361,49,"182,863319919597",ЖК 50-летия Победы,"99, 96, 94, 49, 10",NA,NA,"99, 96, 94, 49, 10",47.25905,39.64841,425950.71937,2199073.98570,5,0,0,5,10,7,Стройгородок,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
8121,49,"172,839313257585",Стройгородок,"99, 96, 94, 49, 10",NA,NA,"99, 96, 94, 49, 10",47.25824,39.64545,425864.50801,2198848.41019,5,0,0,5,10,23,Болгарстрой,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
2391,49,NA,ЖСК,"99, 96, 94, 49, 10",NA,NA,"99, 96, 94, 49, 10",47.25753,39.64205,425789.99523,2198589.71624,5,0,0,5,10,8,Болгарстрой,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
11611,51,"340,897259660654",Центральный рынок,"61, 51, 27",NA,NA,NA,47.21793,39.71141,421299.57343,2203767.67385,3,0,0,0,3,22,Старый центр,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
2938,51,"109,469719952397",Консерватория,"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58",NA,NA,"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38",47.21968,39.70771,421498.70079,2203490.59853,17,0,0,12,29,1,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
86110,51,"519,888306676651",ул. Б. Садовая,"83, 5, 6, 9, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60",NA,NA,"99, 6, 11, 12, 38, 43, 44, 45, 58, 78, 90",47.22066,39.70759,421607.79895,2203483.29065,14,0,0,11,25,10,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
9887,51,"498,406460798641",ул. Максима Горького,"6, 99, 2, 90а, 9, 27, 35, 35а, 51, 58, 60, 61, 78, 90, 47",NA,NA,"78, 6, 11, 12, 38, 43, 44, 99, 58, 90, 47",47.22541,39.70508,422138.98223,2203301.83178,15,0,0,11,26,14,ЦЕНТР,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
9958,51,"378,4426221321",ул. Малюгиной,"35а, 2, 6, 9, 21, 35, 47, 51, 58, 61, 78, 90, 90а, 99, 60, 27",NA,NA,"6, 43, 44, 47, 58, 78, 90, 99, 11, 38, 21, 12",47.23023,39.70292,422677.51905,2203147.03985,16,0,0,12,28,16,ЦЕНТР,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
109110,51,"320,193944637881",ул. Текучева,"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61",NA,NA,"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6",47.23429,39.70138,423130.79744,2203037.83653,13,0,0,12,25,21,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
5357,51,"163,126075983205",пл. Комсомольская,"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58",NA,NA,"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47",47.23698,39.69988,423431.72110,2202929.17436,14,0,0,12,26,6,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
536,51,"390,436685310676",пл. Комсомольская,51,NA,NA,"99, 90, 78, 58, 45, 44, 43, 38, 23, 21, 11, 6",47.23842,39.70028,423591.31250,2202962.09441,1,0,0,12,13,7,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
622,51,"255,369332099654","пр. Буденновский, 108",51,NA,NA,NA,47.24177,39.70181,423961.83914,2203084.05755,1,0,0,0,1,8,Рабочий городок,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
684,51,"856,416875806859",Рабочий городок,51,NA,NA,NA,47.24406,39.70161,424216.67510,2203073.09863,1,0,0,0,1,9,Рабочий городок,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
501,51,"488,664980745545",пер. Халтуринский,51,NA,NA,NA,47.23846,39.69384,423603.79940,2202474.55983,1,0,0,0,1,5,Комсомольская площадь,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533
420,51,"281,117528941848",пер. Доломановский,51,NA,NA,NA,47.23925,39.68748,423699.60592,2201994.46837,1,0,0,0,1,3,Новое поселение,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
9561,51,"424,611013237238",ул. Курганная,51,NA,NA,NA,47.23970,39.68382,423754.24373,2201718.18731,1,0,0,0,1,12,Новое поселение,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
904,51,"579,194746877629",ул. Джапаридзе,51,NA,NA,NA,47.24041,39.67830,423840.15389,2201301.56831,1,0,0,0,1,11,Новое поселение,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
1052,51,"249,263828108918",ул. Павленко,51,NA,NA,NA,47.24541,39.68375,424389.13198,2201723.46334,1,0,0,0,1,19,Новое поселение,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
410,51,"1158,59907685228",пер. Джамбульский,51,NA,NA,NA,47.24525,39.68704,424367.19968,2201972.23899,1,0,0,0,1,2,Новое поселение,,,,,,1,0,-1,,,Р›РµРЅРёРЅСЃРєРёР№,,,,administrative,,82173,,9,,,,,,,ru:Ленинский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,82173,421.65193
88,54,"234,12809166261",Александровка,"80, 54",NA,NA,"66, 63, 55, 53, 88, 80, 67",47.24445,39.83189,424106.20083,2212936.93226,2,0,0,7,9,10,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
725,54,"54,9562072934703",Рынок,"80, 54",NA,NA,"88, 80, 67, 63, 55",47.24291,39.83400,423932.63719,2213094.15191,2,0,0,5,7,57,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
612,54,"441,273816727722","пр. 40 лет Победы, 99","80, 54",NA,NA,"88, 80, 67, 66, 63, 55, 53",47.24174,39.83490,423801.56021,2213160.37541,2,0,0,7,9,44,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
609,54,"330,555829367293",пр. 40 лет Победы,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23893,39.83049,423494.08684,2212821.87266,4,0,1,8,13,41,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
228,54,"214,791220322108",Дом-интернат,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23815,39.82627,423412.10185,2212501.06876,4,0,1,8,13,19,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
371,54,"188,93606158532",Общежитие,"54, 80, 70, 68",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23782,39.82347,423378.56280,2212288.51793,4,0,1,8,13,27,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
370,54,"307,059910403108",Общежитие,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23797,39.82098,423398.04497,2212100.23189,4,0,1,8,13,26,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
466,54,"97,4430260835845",пер. Руднева,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23705,39.81715,423300.09315,2211808.70893,4,0,1,8,13,36,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
270,54,"414,222879811547",Калинина,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23737,39.81595,423337.02769,2211718.37998,4,0,1,8,13,23,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
445,54,"390,445336058003",пер. Молочный,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23653,39.80926,423251.24361,2211210.42587,4,0,1,8,13,32,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
687,54,"359,154627891618",Расковой,"80, 70, 68, 54",NA,22,"88, 80, 67, 66, 63, 55, 53, 14",47.23582,39.80360,423178.77569,2210780.66566,4,0,1,8,13,50,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
718,54,"231,212780037587",Роща,"80, 70, 68, 54",NA,22,"80, 66, 55, 53, 14",47.23513,39.79799,423108.50484,2210354.71388,4,0,1,5,10,55,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
17,54,"300,333928718422",1-й переулок,"80, 70, 54",NA,22,"66, 55, 53, 80",47.23443,39.79511,423034.00076,2210135.45371,3,0,1,4,8,2,Нижняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
224,54,"182,620573451877",Домики,"80, 70, 68, 54",NA,22,"80, 66, 55, 53",47.23412,39.78965,423005.84835,2209721.48734,4,0,1,4,9,17,Верхняя Александровка,,,,,,1,0,-1,,,РџСЂРѕР»РµС‚Р°СЂСЃРєРёР№,,,,administrative,,119516,,9,,,,,,,ru:Пролетарский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,119516,221.93165
