"";"route_n";"next_stop_dist";"name";"bus";"tram";"trolley";"minibus";"lat";"lon";"Широта.(МСК-61)";"Долгота.(МСК-61)";"n_bus";"n_tram";"n_trolley";"n_minibus";"n_all";"NA"
"849";"20";149,949991698984;"ул. 2-я Краснодарская";"34, 57, 94, 96, 98, 32";NA;"8";"34, 20, 25, 56, 73, 93, 94, 96, 98, 23";47,20352;39,61337;419823,280692655;2196313,54638392;6;0;1;10;17;40
"337";"20";421,623623323904;"Магазин ""Богатырь""";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20";47,20359;39,61535;419828,4316537;2196463,69762689;5;0;1;7;13;14
"1150";"20";177,019938343521;"Хладокомбинат";"34, 57, 94, 96, 98, 32";NA;"8";"34, 20, 25, 56, 73, 93, 94, 96, 98, 23";47,20717;39,61353;420228,847350643;2196332,79028015;6;0;1;10;17;60
"921";"20";130,694745774057;"Аптека";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20753;39,61581;420265,840400642;2196506,22404843;5;0;1;8;14;3
"521";"20";269,408213895687;"42-й дом";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20763;39,61863;420273,218184556;2196720,05986484;5;0;1;8;14;1
"5871";"20";191,509621842706;"Поликлиника больницы №20";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20772;39,62219;420278,513992451;2196989,93724076;5;0;1;8;14;29
"7881";"20";338,259799786994;"Сказка";"98, 96, 94, 57, 34";NA;"8";"98, 96, 94, 93, 73, 34, 20, 10";47,20789;39,62471;420294,086914214;2197181,17920277;5;0;1;8;14;38
"11321";"20";316,862347221003;"Универсам";"98, 96, 94, 57, 34";NA;"12";"98, 96, 94, 93, 73, 34, 20, 10";47,20794;39,63049;420292,039213791;2197619,16189744;5;0;1;8;14;55
"5481";"20";382,33172776915;"пл. Плевен";"96, 94";NA;NA;"96, 94, 93, 73, 20, 10";47,20851;39,63513;420349,324930383;2197971,77747633;2;0;0;6;8;27
"9341";"20";103,802917980562;"ул. Зорге/пр. Стачки";"96, 94";NA;"8";"96, 94, 93, 73, 20, 10";47,21194;39,63487;420730,987255854;2197958,66888966;2;0;1;6;9;44
"9321";"20";326,49777504717;"ул. Зорге";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,21287;39,63497;420834,246932334;2197968,03051949;5;0;0;13;18;42
"11341";"20";388,115363377321;"Университет";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,21673;39,63383;421264,8661699;2197889,09419667;5;0;0;13;18;57
"9581";"20";359,147705516714;"ул. Кустанайская";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,22028;39,63205;421661,862580763;2197761,0999648;5;0;0;13;18;45
"5111";"20";435,024431359293;"пл. 339-й Стрелковой дивизии";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,22361;39,6304;422034,233506446;2197642,5457669;5;0;0;13;18;24
"3201";"20";374,143470441616;"Магазин";"94, 71, 67, 96";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,22795;39,6293;422518,168886029;2197567,6086574;4;0;0;10;14;13
"9331";"20";52,5930379750483;"ул. Зорге";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,23131;39,62918;422891,867695632;2197565,00434867;4;0;0;10;14;43
"9231";"20";364,7185267766;"ул. Ерёменко";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,23141;39,62986;422902,091454567;2197616,6905651;4;0;0;10;14;41
"9791";"20";348,614505716041;"ул. Львовская";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23263;39,63481;423031,231614802;2197993,87557169;1;0;0;9;10;50
"5261";"20";127,843195065613;"пл. Дорожных строителей";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23359;39,6392;423132,221072091;2198328,14118786;1;0;0;9;10;26
"605";"20";445,780807271658;"Почта";"37, 15";NA;NA;"93, 48, 25, 23, 20";47,23329;39,64102;423096,496348921;2198465,38191912;2;0;0;5;7;31
"758";"20";327,365767908356;"Сады";"37, 15";NA;NA;"93, 48, 25, 23, 20";47,23011;39,64497;422737,827375484;2198758,42203856;2;0;0;5;7;36
"974";"20";232,84860575415;"ул. Лесопарковая";"37";NA;NA;"93, 25, 23, 20";47,22763;39,64809;422458,070083066;2198989,97269155;1;0;0;4;5;48
"4121";"20";305,091278718639;"пер. Дивный";"37";NA;NA;"93, 25, 23, 20, 12";47,2278;39,65116;422472,995301693;2199222,78896662;1;0;0;5;6;17
"4021";"20";502,555696584202;"пер. Вагайский";"37, 15";NA;NA;"93, 48, 25, 23, 20, 12";47,22506;39,65107;422168,4977643;2199210,77196209;2;0;0;6;8;16
"10681";"20";244,542338239135;"ул. Родниковая";"37";NA;NA;"93, 25, 23, 20, 12";47,22842;39,65551;422536,307055432;2199553,39000665;1;0;0;5;6;52
"1371";"20";298,122617235362;"Ботанический сад";"37";NA;NA;"93, 25, 23, 20, 12";47,22795;39,65867;422479,987947417;2199791,80874104;1;0;0;5;6;4
"4391";"20";592,567150621266;"пер. Майкопский";"37";NA;NA;"93, 25, 23, 20, 12";47,22615;39,66159;422276,126300626;2200009,55151257;1;0;0;5;6;18
"10651";"20";800,096790658281;"ул. Профсоюзная. 284";"37";NA;NA;"93, 25, 23, 20, 12";47,22302;39,65525;421936,308179643;2199523,48192394;1;0;0;5;6;51
"1080";"20";249,513808497345;"ул. Скачкова";"37";NA;NA;"20";47,22285;39,66583;421903,824646744;2200324,46454697;1;0;0;1;2;53
"2371";"20";231,769427863431;"ЖК Акварель";"37";NA;NA;"20, 12";47,22485;39,66732;422124,266236809;2200441,06372586;1;0;0;2;3;9
"4541";"20";166,813548627453;"пер. Олимпийский";"37";NA;NA;"20, 12";47,2234;39,66952;421960,257577334;2200604,96605453;1;0;0;2;3;20
"453";"20";290,887540706783;"пер. Олимпийский";"37";NA;NA;"20";47,22202;39,66866;421807,935955395;2200537,24747381;1;0;0;1;2;19
"1144";"20";265,827162932272;"Фабрика";"37";NA;NA;"20";47,22296;39,67225;421907,86371932;2200810,90584063;1;0;0;1;2;59
"457";"20";598,457857199925;"пер. Перовский";"37";"7";NA;"20";47,22063;39,67148;421649,810928085;2200748,23308521;1;1;0;1;3;21
"468";"20";205,895798347302;"пер. Рыбный";"37";NA;NA;"20";47,21994;39,67933;421563,135843987;2201341,51682065;1;0;0;1;2;23
"467";"20";525,470205595707;"пер. Рыбный";"37";NA;NA;"20";47,22172;39,68007;421760,087344174;2201400,87083646;1;0;0;1;2;22
"305";"20";424,666429007473;"Лендворец";"37";NA;NA;"58, 20";47,2202;39,68665;421582,801789328;2201896,42744003;1;0;0;2;3;11
"787";"20";20,0944750736719;"Сиверса";NA;"10, 7";NA;"58, 20";47,22399;39,68729;422003,342166372;2201951,90031539;0;2;0;2;4;37
"648";"20";591,664648858428;"пр. Сиверса";NA;NA;NA;"58, 20";47,22417;39,68727;422023,378473479;2201950,71798394;0;0;0;2;2;32
"186";"20";123,093537538163;"Главный ЖДВ";"39, 31, 3а, 3";NA;NA;"58, 20";47,2199;39,69193;421542,817974246;2202295,79054373;4;0;0;2;6;6
"182";"20";214,58274306427;"Главный автовокзал";"33, 3";NA;"22, 9, 1";"78, 20";47,21979;39,69355;421528,559575994;2202418,29033115;2;0;3;2;7;5
"673";"20";512,705888357484;"Пригородный ЖДВ";"3а, 7, 31, 33, 39, 70, 80, 3";NA;"22, 1, 2, 9";"55, 20, 38, 52, 58, 59, 67, 78, 90, 98, 99, 40";47,21788;39,69462;421314,880215892;2202495,82763464;8;0;4;12;24;34
"400";"20";453,256370688743;"пер. Братский";"98, 80, 75, 70, 67, 33, 7, 3а, 3";NA;"22, 9, 2, 1";"20";47,21871;39,70129;421398,83201819;2203002,56150573;9;0;4;1;14;15
"10952";"20";233,278883663266;"ул. Темерницкая";NA;NA;NA;"48, 20, 16, 12";47,21763;39,70707;421271,588752991;2203438,39609273;0;0;0;4;4;54
"2933";"20";455,764766420833;"Консерватория";"61, 6, 9, 27, 33, 35, 35а, 47, 51, 2, 60, 75, 90, 90а, 99, 78, 58";NA;NA;"12, 44, 43, 58, 78, 90, 99, 20, 11, 6, 47, 38";47,21968;39,70771;421498,70079121;2203490,59853433;17;0;0;12;29;10
"11702";"20";250,479126324596;"Центральный рынок";NA;NA;NA;"99, 90, 78, 58, 38, 20, 11, 6";47,21575;39,7094;421059,699797844;2203611,47045474;0;0;0;8;8;61
"8171";"20";NA;"Супермаркет ""Тихий Дон""";NA;NA;NA;"99, 90, 78, 58, 38, 20, 6";47,2135;39,70937;420809,597780472;2203605,11462394;0;0;0;7;7;39
"8061";"21";370,100920976589;"Стартовая";"47, 45, 21";NA;NA;"19, 66, 47, 45, 21";47,28892;39,69251;429215,294386751;2202466,7214828;3;0;0;5;8;25
"6402";"21";332,231322465126;"пр. Королева, 4";"18п, 21, 45, 47, 83, 96, 18л";NA;NA;"21, 19, 96, 23, 44, 45, 47, 66, 78, 79, 11";47,29157;39,69547;429506,202563561;2202695,4941393;7;0;0;11;18;20
"8071";"21";317,995747924176;"Стартовая-1";"47, 45, 21";NA;NA;"66, 47, 45, 21, 19";47,2942;39,69339;429801,192759653;2202543,00253274;3;0;0;5;8;26
"8081";"21";917,119899240749;"Стартовая-2";"47, 45, 21";NA;NA;"66, 47, 45, 21, 19";47,29344;39,68933;429721,790628628;2202234,51761318;3;0;0;5;8;27
"11452";"21";213,892700394938;"Фабрика ""Малыш""";"45, 47, 78, 94, 21";NA;NA;"23, 11, 21, 94, 44, 45, 47, 66, 78, 79, 19";47,29519;39,7012;429901,508337941;2203135,53032512;5;0;0;11;16;42
"5232";"21";384,257299578414;"пл. Добровольского";"45, 46, 47, 77, 94, 21";NA;NA;"38, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19";47,29345;39,70294;429705,901397335;2203263,95665023;6;0;0;11;17;14
"1442";"21";428,403442793898;"бул. Комарова";"45, 46, 47, 77, 96, 21";NA;NA;"38, 11, 21, 96, 44, 45, 47, 66, 77, 95, 19";47,28963;39,70367;429280,308594408;2203312,199275;6;0;0;11;17;1
"9092";"21";504,560092804198;"ул. Добровольского";"45, 46, 47, 77, 96, 21";NA;NA;"30, 11, 21, 96, 38, 44, 45, 47, 66, 77, 95, 19";47,28575;39,70527;428846,966665252;2203426,15467545;6;0;0;12;18;30
"5172";"21";115,689144430427;"пл. Борко";"45, 47, 77, 96, 21";NA;NA;"38, 11, 19, 30, 96, 44, 45, 47, 66, 77, 95, 21";47,28259;39,71006;428489,726126821;2203782,77070463;5;0;0;12;17;12
"1462";"21";421,55041164577;"бул. Новоселов";"45, 47, 77, 94, 21";NA;NA;"30, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19";47,28298;39,71148;428531,330387987;2203890,90479617;5;0;0;11;16;3
"776";"21";766,115552615599;"Северный рынок";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,28091;39,71683;428294,610173732;2204291,9044413;10;0;1;10;21;23
"919";"21";318,186849317265;"ул. Евдокимова";"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 21";47,27409;39,71855;427534,289932214;2204409,73043114;10;0;1;10;21;32
"1108";"21";498,978224812249;"ул. Фурмановская";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,27054;39,71999;427137,855531933;2204512,29266777;14;0;1;12;27;41
"1022";"21";155,576750919637;"ул. Нариманова";"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а";NA;"6";"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21";47,26617;39,72146;426650,22397021;2204615,66480817;14;0;1;12;27;37
"1020";"21";536,043804817289;"ул. Нариманова";"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90";NA;"6";"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77";47,26493;39,72051;426513,532179374;2204541,53999504;15;0;1;12;28;36
"826";"21";427,248057916357;"ТРЦ ""Горизонт""";"92a, 18п, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 2, 90а, 90";NA;"6";"21, 25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92";47,25983;39,7177;425949,993277756;2204319,68303993;15;0;1;12;28;28
"421";"21";486,318109723577;"пер. Забайкальский";"90а, 90, 47, 21, 2";NA;NA;"90, 47, 21";47,25669;39,71311;425606,555958808;2203966,60267621;5;0;0;3;8;10
"582";"21";433,086213181028;"Поликлиника";"90а, 90, 47, 21, 2";NA;NA;"90, 47, 21";47,25451;39,70648;425372,392127976;2203460,81312102;5;0;0;3;8;18
"391";"21";419,012507695226;"пер. Ашхабадский";"90а, 90, 47, 21, 2";NA;NA;"90, 47, 21";47,25062;39,70639;424940,038232139;2203446,92015433;5;0;0;3;8;8
"3972";"21";326,646526329814;"пер. Боевой";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,25298;39,70207;425207,770966412;2203124,21424798;10;0;0;13;23;9
"6912";"21";354,45938774497;"РГУПС";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,2517;39,69818;425070,313434057;2202827,41664868;10;0;0;13;23;22
"6892";"21";58,2081823692269;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;21
"11802";"21";1060,5683202758;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;43
"2922";"21";89,4610114113939;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;7
"5362";"21";163,126075983205;"пл. Комсомольская";"51";NA;NA;"99, 90, 78, 58, 45, 44, 43, 38, 23, 21, 11, 6";47,23842;39,70028;423591,312496513;2202962,09441254;1;0;0;12;13;16
"5352";"21";320,193944637881;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;15
"10902";"21";378,4426221321;"ул. Текучева";"21, 99, 90, 90а, 78, 6, 27, 35, 35а, 47, 51, 58, 61, 2";NA;NA;"99, 21, 6, 11, 38, 43, 44, 47, 58, 90, 78";47,23349;39,7015;423041,709520378;2203045,46180448;14;0;0;11;25;38
"9943";"21";404,643738355337;"ул. Малюгиной";"83, 5, 6, 9, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61, 60";NA;NA;"99, 6, 11, 12, 21, 38, 43, 44, 45, 58, 78, 90";47,22975;39,70346;422623,484954193;2203187,05717236;15;0;0;12;27;34
"620";"21";528,659444030121;"пр. Будённовский";"21";NA;"5";"98, 88, 80, 67, 59, 55, 52, 40, 29, 21";47,22612;39,70374;422219,578561276;2203201,64255848;1;0;1;10;12;19
"170";"21";504,445677432976;"Гвардейская площадь";"21";NA;"5";"98, 88, 80, 67, 59, 55, 52, 40, 29, 21";47,22438;39,69542;422036,504413587;2202568,35040192;1;0;1;10;12;5
"187";"21";NA;"Главный ЖДВ";"21";NA;NA;"21, 88, 29";47,22043;39,69215;421601,463913429;2202313,42872349;1;0;0;3;4;6
"1972";"23";163,929034178375;"ГПЗ-10";"4";NA;NA;"56, 34, 25, 23, 8, 4";47,1996;39,61269;419388,389494389;2196254,37363691;1;0;0;6;7;6
"2001";"23";282,767690517244;"ГПЗ-10";"34, 34а, 57, 94, 96, 32";NA;"12";"34, 20, 25, 44, 56, 73, 93, 94, 96, 98, 23";47,20091;39,61368;419532,708574828;2196331,94202592;6;0;1;11;18;7
"8491";"23";381,912625962969;"ул. 2-я Краснодарская";"34, 57, 94, 96, 98, 32";NA;"8";"34, 20, 25, 56, 73, 93, 94, 96, 98, 23";47,20352;39,61337;419823,280692655;2196313,54638392;6;0;1;10;17;70
"11501";"23";476,565032522235;"Хладокомбинат";"34, 57, 94, 96, 98, 32";NA;"8";"34, 20, 25, 56, 73, 93, 94, 96, 98, 23";47,20717;39,61353;420228,847350643;2196332,79028015;6;0;1;10;17;105
"652";"23";365,886264455097;"пр. Стачки";NA;NA;NA;"56, 25, 23";47,21145;39,61339;420704,851871782;2196330,53596371;0;0;0;3;3;51
"6571";"23";365,715120964018;"пр. Стачки, 231";"64, 16";NA;NA;"25, 23, 16";47,21195;39,61937;420752,503577451;2196784,51508211;2;0;0;3;5;56
"6551";"23";379,497647355112;"пр. Стачки, 223";"64, 16";NA;NA;"25, 23, 16";47,21217;39,62502;420769,496733371;2197212,94570447;2;0;0;3;5;54
"6531";"23";324,770320370686;"пр. Стачки, 217";"64, 16";NA;NA;"25, 23, 16";47,21226;39,63077;420771,937153889;2197648,69763287;2;0;0;3;5;52
"9322";"23";326,49777504717;"ул. Зорге";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,21287;39,63497;420834,246932334;2197968,03051949;5;0;0;13;18;78
"11342";"23";388,115363377321;"Университет";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,21673;39,63383;421264,8661699;2197889,09419667;5;0;0;13;18;101
"9582";"23";359,147705516714;"ул. Кустанайская";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,22028;39,63205;421661,862580763;2197761,0999648;5;0;0;13;18;82
"5112";"23";435,024431359293;"пл. 339-й Стрелковой дивизии";"67, 71, 94, 96, 26";NA;NA;"40, 10, 20, 25, 96, 52, 59, 67, 71, 73, 93, 94, 23";47,22361;39,6304;422034,233506446;2197642,5457669;5;0;0;13;18;33
"3202";"23";374,143470441616;"Магазин";"94, 71, 67, 96";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,22795;39,6293;422518,168886029;2197567,6086574;4;0;0;10;14;13
"9332";"23";52,5930379750483;"ул. Зорге";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,23131;39,62918;422891,867695632;2197565,00434867;4;0;0;10;14;79
"9232";"23";364,7185267766;"ул. Ерёменко";"96, 94, 71, 67";NA;NA;"96, 94, 93, 73, 71, 67, 25, 23, 20, 10";47,23141;39,62986;422902,091454567;2197616,6905651;4;0;0;10;14;77
"9792";"23";348,614505716041;"ул. Львовская";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23263;39,63481;423031,231614802;2197993,87557169;1;0;0;9;10;89
"5262";"23";127,843195065613;"пл. Дорожных строителей";"6";NA;NA;"93, 56, 55, 52, 48, 25, 23, 20, 6";47,23359;39,6392;423132,221072091;2198328,14118786;1;0;0;9;10;37
"6051";"23";445,780807271658;"Почта";"37, 15";NA;NA;"93, 48, 25, 23, 20";47,23329;39,64102;423096,496348921;2198465,38191912;2;0;0;5;7;43
"7581";"23";327,365767908356;"Сады";"37, 15";NA;NA;"93, 48, 25, 23, 20";47,23011;39,64497;422737,827375484;2198758,42203856;2;0;0;5;7;67
"9741";"23";232,84860575415;"ул. Лесопарковая";"37";NA;NA;"93, 25, 23, 20";47,22763;39,64809;422458,070083066;2198989,97269155;1;0;0;4;5;87
"4122";"23";305,091278718639;"пер. Дивный";"37";NA;NA;"93, 25, 23, 20, 12";47,2278;39,65116;422472,995301693;2199222,78896662;1;0;0;5;6;20
"4022";"23";502,555696584202;"пер. Вагайский";"37, 15";NA;NA;"93, 48, 25, 23, 20, 12";47,22506;39,65107;422168,4977643;2199210,77196209;2;0;0;6;8;17
"10682";"23";244,542338239135;"ул. Родниковая";"37";NA;NA;"93, 25, 23, 20, 12";47,22842;39,65551;422536,307055432;2199553,39000665;1;0;0;5;6;96
"1372";"23";298,122617235362;"Ботанический сад";"37";NA;NA;"93, 25, 23, 20, 12";47,22795;39,65867;422479,987947417;2199791,80874104;1;0;0;5;6;5
"4401";"23";315,396782328509;"пер. Майкопский";NA;NA;NA;"93, 25, 23, 12";47,22663;39,66282;422327,912090728;2200103,60616927;0;0;0;4;4;25
"2591";"23";563,909351573256;"ЗФК";NA;NA;NA;"93, 25, 23, 12";47,2238;39,66262;422013,548924118;2200083,13430273;0;0;0;4;4;8
"10652";"23";1615,95244663218;"ул. Профсоюзная. 284";"37";NA;NA;"93, 25, 23, 20, 12";47,22302;39,65525;421936,308179643;2199523,48192394;1;0;0;5;6;95
"10161";"23";163,302999906847;"ул. Муравьева";"9";NA;NA;"93, 25, 23, 12";47,22875;39,67631;422546,396940895;2201129,18279823;1;0;0;4;5;93
"8841";"23";146,833950646247;"ул. Возрождения";"9";NA;NA;"93, 25, 23, 12";47,22927;39,67833;422601,646328999;2201283,1228799;1;0;0;4;5;72
"4631";"23";187,362543500415;"пер. Приволжский";"9";NA;NA;"12, 93, 25, 23";47,22989;39,68148;422666,588521345;2201522,81790783;1;0;0;4;5;27
"344";"23";424,066711934706;"2-й переулок";"9";NA;NA;"93, 25, 23, 12";47,23036;39,68386;422715,835292935;2201703,92002946;1;0;0;4;5;1
"8791";"23";495,079438879419;"ул. Варфоломеева";"9";NA;NA;"93, 25, 23, 12";47,22668;39,68241;422308,548138799;2201587,29437212;1;0;0;4;5;71
"1361";"23";189,773276732755;"Больница СКЖД";"9";NA;NA;"93, 25, 23, 12";47,22803;39,68865;422450,771468859;2202062,35399558;1;0;0;4;5;4
"4041";"23";354,739492910427;"пер. Гвардейский";"60, 9";NA;NA;"23, 12, 93, 25";47,22853;39,69105;422503,344893025;2202245,02747021;2;0;0;4;6;18
"4051";"23";453,638864506666;"пер. Гвардейский";"60, 9";NA;NA;"93, 25, 23, 12";47,23159;39,68974;422845,178741282;2202151,46208026;2;0;0;4;6;19
"4181";"23";408,141955279866;"пер. Доломановский";"60, 9";NA;NA;"93, 25, 23, 12";47,22919;39,69459;422572,285002543;2202514,3223243;2;0;0;4;6;21
"5001";"23";413,690874512897;"пер. Халтуринский";"60, 9";NA;NA;"93, 25, 23, 12";47,23276;39,69582;422967,635481114;2202614,01826476;2;0;0;4;6;30
"10913";"23";320,193944637881;"ул. Текучева";"83, 5, 6, 21, 22, 27, 42, 42а, 45, 49, 51, 2, 61";NA;NA;"99, 11, 21, 23, 38, 43, 44, 45, 58, 78, 90, 6";47,23429;39,70138;423130,79744132;2203037,83653444;13;0;0;12;25;97
"5353";"23";163,126075983205;"пл. Комсомольская";"78, 6, 21, 27, 35, 35а, 47, 51, 2, 61, 90, 90а, 99, 58";NA;NA;"58, 6, 11, 21, 23, 38, 43, 44, 99, 90, 78, 47";47,23698;39,69988;423431,721097471;2202929,17436017;14;0;0;12;26;38
"5363";"23";89,4610114113939;"пл. Комсомольская";"51";NA;NA;"99, 90, 78, 58, 45, 44, 43, 38, 23, 21, 11, 6";47,23842;39,70028;423591,312496513;2202962,09441254;1;0;0;12;13;39
"2923";"23";911,988820493396;"Комсомольский парк";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,23868;39,69916;423621,612930724;2202877,76882503;12;0;0;12;24;9
"6181";"23";1969,54401157884;"пр. Буденновский";"60, 9";NA;NA;"93, 25, 23, 12";47,23075;39,70219;422736,236611067;2203092,70826163;2;0;0;4;6;44
"11803";"23";58,2081823692269;"Шеболдаева";"6, 5, 2, 27, 42, 42а, 45, 49, 83, 21, 22";NA;NA;"43, 6, 11, 21, 38, 44, 45, 58, 78, 90, 99, 23";47,24811;39,69716;424672,47314191;2202743,62458431;11;0;0;12;23;106
"6893";"23";354,45938774497;"РГУПС";"99, 6, 21, 27, 35, 35а, 47, 58, 78, 90, 2, 90а";NA;NA;"99, 11, 21, 23, 38, 43, 44, 47, 58, 78, 90, 6";47,24862;39,69699;424729,383866054;2202731,69036906;12;0;0;12;24;58
"6913";"23";326,646526329814;"РГУПС";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,2517;39,69818;425070,313434057;2202827,41664868;10;0;0;13;23;59
"3973";"23";595,345810090898;"пер. Боевой";"2, 21, 22, 27, 45, 49, 83, 96, 99, 1";NA;NA;"21, 14, 99, 23, 38, 43, 44, 45, 49, 78, 90, 96, 11";47,25298;39,70207;425207,770966412;2203124,21424798;10;0;0;13;23;16
"11122";"23";427,950820503521;"ул. Цезаря Куникова";"99, 94, 78, 49, 27, 1";NA;NA;"99, 94, 78, 49, 44, 43, 23, 14, 11";47,25344;39,69422;425268,702444052;2202530,85542794;6;0;0;9;15;99
"11132";"23";638,917110975939;"ул. Цезаря Куникова";"49, 27, 1, 99, 96, 83";NA;NA;"99, 96, 78, 49, 44, 43, 23, 14, 11";47,25673;39,69715;425630,802049395;2202758,6713132;6;0;0;9;15;100
"5092";"23";793,385063548827;"пл. 2-й Пятилетки";"99, 94, 78, 49, 27, 1";NA;NA;"99, 94, 78, 49, 44, 43, 23, 14, 11";47,25977;39,68942;425978,448344487;2202179,19950327;6;0;0;9;15;31
"9361";"23";338,48993403177;"ул. Иловайская";"78, 27";NA;NA;"78, 44, 23, 11";47,26531;39,6825;426603,064122484;2201665,73305942;2;0;0;4;6;81
"981";"23";180,72134174144;"АТП-3";"94, 78, 27";NA;NA;"94, 78, 44, 23, 11";47,26823;39,68375;426926,114328146;2201765,74004809;3;0;0;5;8;2
"991";"23";383,056429930949;"АТП-3";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,26976;39,68455;427095,20164094;2201829,11178094;3;0;0;5;8;3
"4651";"23";349,902867257446;"пер. Радиаторный";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,27353;39,68611;427512,362143985;2201954,13165025;3;0;0;5;8;29
"4241";"23";394,654682007575;"пер. Изыскательский";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,27736;39,68574;427938,624390319;2201933,22223475;3;0;0;5;8;23
"3571";"23";458,738831858714;"Неклиновская";"96, 83, 27";NA;NA;"96, 78, 44, 23, 11";47,28091;39,68345;428336,178592155;2201766,54154088;3;0;0;5;8;15
"2941";"23";367,394121420817;"Котельная";"96, 83, 18п, 18л";NA;NA;"96, 78, 44, 23, 11";47,28257;39,68951;428513,100708879;2202228,07342172;4;0;0;5;9;10
"7751";"23";1020,50149733136;"Свято-Иверский женский монастырь";NA;NA;NA;"78, 44, 23, 11";47,28242;39,69437;428490,333733793;2202595,46924078;0;0;0;4;4;68
