field_1,route_n,next_stop_,name,bus,tram,trolley,minibus,lat,lon,Широта.(МС,Долгота.(М,n_bus,n_tram,n_trolley,n_minibus,n_all,NA,name_2,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,name_3,place,name_en,name_ru,boundary,cladr_code,population,addr_regio,admin_leve,addr_count,addr_distr,addr_postc,landuse,addr_city,source,wikipedia,populati_1,fixme,cladr_name,cladr_suff,note,oktmo_user,old_name,official_s,is_in_city,website,descript_1,name_udm,is_in,source_url,name_de,name_lt,start_date,name_os,source_ref,name_uk,contact_we,official_n,pop,denspop,beer_apt,coffee_apt,food_apt,pop_densit
1107,18л,"609,618927149682",ул. Фурмановская,"92a, 21, 33, 45, 46, 47, 63, 65, 77, 18л, 78",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.27162,39.72067,427257.08997,2204565.69257,11,0,1,10,22,67,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,6.00000,,40.00000,120.00000
1022,18л,"690,223602729224",ул. Нариманова,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 78, 90, 18л, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.26617,39.72146,426650.22397,2204615.66481,14,0,1,12,27,66,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,0.60000,26.00000,21.60000
2142,18л,"332,798915487661",Дом №111,"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5",NA,NA,"96, 66, 63, 58, 14",47.24949,39.71956,424798.17403,2204441.82976,10,0,0,5,15,7,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,19.00000,5.00000,50.00000,264.00000
1332,18л,"457,433347971701",Больница,"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5",NA,NA,"96, 66, 63, 58, 14",47.24925,39.72901,424759.94465,2205156.76402,10,0,0,5,15,2,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,0.60000,26.00000,21.60000
11912,18л,"240,389717021659",Школа,"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5",NA,NA,"96, 66, 63, 58, 14",47.24911,39.73506,424737.03286,2205614.50104,10,0,0,5,15,72,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,4.00000,4.00000,40.00000,96.00000
5572,18л,"5882,82598118336",пл. Страны Советов,"96, 63, 58, 42а, 42, 35а, 35, 18л, 17, 5",NA,NA,"96, 66, 63, 58, 14",47.24947,39.75579,424752.14910,2207184.40051,10,0,0,5,15,30,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,14.00000,,40.00000,72.00000
888,18л,"453,256408057457",ул. Вологодская,"92a, 83, 78, 33, 18л",NA,NA,"95, 83, 79, 78, 56, 44, 29, 25, 23",47.29712,39.72211,430090.27040,2204720.52262,5,0,0,9,14,63,Мясникова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,9.00000,2.40000,22.00000,72.00000
598,18л,"536,782707904618",пос. Мясникован,"92a, 83, 78, 33, 18л",NA,NA,"95, 83, 79, 78, 56, 44, 29, 25, 23",47.29567,39.72772,429922.21636,2205142.22054,5,0,0,9,14,33,Мясникова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,5.00000,,30.00000,96.00000
313,18л,"544,2613218758",Лестница,"92a, 89, 54, 18л",NA,NA,"95, 79, 44, 29",47.29000,39.73768,429279.76899,2205885.46079,4,0,0,4,8,14,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,5.00000,,22.00000,168.00000
1187,18л,"385,607767248726",Школа,"92a, 89, 54, 18л",NA,NA,"95, 79, 44, 29",47.28665,39.74293,428901.00163,2206276.65514,4,0,0,4,8,71,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,5.00000,,22.00000,168.00000
450,18л,"685,105346657076",пер. Обский,"92a, 89, 54, 18л",NA,NA,"95, 79, 44, 29",47.28500,39.74742,428712.16879,2206613.40123,4,0,0,4,8,23,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,8.00000,,18.00000,216.00000
413,18л,"555,591409866807",пер. Днепровский,"90а, 90, 89, 54, 18л",NA,NA,"90, 79, 44, 95, 92",47.28300,39.75600,428479.56483,2207258.97106,5,0,0,5,10,22,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,5.00000,4.00000,31.00000,288.00000
798,18л,"458,842387655485",Соловушки,"90, 89, 69, 54, 18л",NA,NA,"95, 92, 90, 79, 44",47.28125,39.76289,428276.82612,2207777.16830,5,0,0,5,10,58,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,5.00000,0.90000,24.00000,64.80000
784,18л,"398,535230636444",СИ и ТО,"96, 89, 54, 28, 18л",NA,NA,"96, 79, 30, 29, 19",47.27097,39.76206,427134.93819,2207696.47211,5,0,0,5,10,55,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,11.00000,,22.00000,74.40000
7953,18п,"274,985047505162",Совхоз СКВО,"27, 18п, 18л, 10, 1",NA,NA,"43, 10",47.30367,39.67705,430874.59845,2201324.75748,5,0,0,2,7,53,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,,,12.00000,64.80000
3313,18п,"399,78313252622",Магазин,"18л, 10, 1, 27, 18п",NA,NA,"43, 10",47.30098,39.67714,430575.42509,2201326.55090,5,0,0,2,7,13,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,,,11.00000,6.72000
2713,18п,"561,878502853946",Каменские сады,"27, 18п, 18л, 10, 1",NA,NA,"43, 10",47.29736,39.67764,430172.34011,2201357.62139,5,0,0,2,7,7,Суворовский,,,,,,1,0,-1,,,РћРєС‚СЏР±СЂСЊСЃРєРёР№,,,,administrative,,167851,,9,,,,,,,ru:Октябрьский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,167851,255.69533,,,11.00000,6.72000
6401,18п,"742,799532233507","пр. Королева, 4","18п, 21, 45, 47, 83, 96, 18л",NA,NA,"21, 19, 96, 23, 44, 45, 47, 66, 78, 79, 11",47.29157,39.69547,429506.20256,2202695.49414,7,0,0,11,18,34,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,17.00000,1.60000,60.00000,240.00000
5241,18п,"385,23678431369",пл. Добровольского,"78, 18п, 18л",NA,NA,"79, 78, 38, 23",47.29519,39.70417,429897.81725,2203360.16511,3,0,0,4,7,22,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,3.00000,50.00000,36.00000
6371,18п,"291,016660423086","пр. Королева, 15","78, 18п, 18л",NA,NA,"79, 78, 38, 23",47.29507,39.70971,429877.61414,2203778.96288,3,0,0,4,7,31,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,3.00000,50.00000,36.00000
540,18п,"204,574489256377",пл. Королева,"92a, 83, 65, 63, 33, 18п",NA,6,"95, 83, 65, 63, 56, 44, 25, 11",47.29425,39.71337,429781.93394,2204054.30081,6,0,1,8,15,24,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,20.00000,3.00000,50.00000,192.00000
635,18п,"418,797707338132",пр. Королева,"92a, 78, 18п",NA,NA,"95, 79, 78, 56, 44, 38, 29, 25, 23",47.29567,39.71509,429937.68332,2204186.96355,3,0,0,9,12,30,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,10.00000,1.90000,28.00000,312.00000
1179,18п,"441,130314562025",Шаталова,"92a, 83, 65, 63, 33, 18п",NA,6,"95, 83, 65, 63, 56, 44, 25, 11",47.29200,39.71387,429531.17543,2204088.04462,6,0,1,8,15,68,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,20.00000,3.00000,50.00000,192.00000
143,18п,"344,94915416927",бул. Комарова,"92a, 83, 65, 63, 33, 18п",NA,6,"95, 83, 65, 63, 56, 44, 25, 11",47.28809,39.71482,429095.31378,2204152.82748,6,0,1,8,15,3,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,16.00000,1.80000,60.00000,264.00000
584,18п,"420,276775028355",Поликлиника №16,"92a, 83, 65, 63, 33, 18п",NA,6,"95, 83, 65, 63, 56, 44, 25, 11",47.28503,39.71554,428754.23435,2204201.75871,6,0,1,8,15,28,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,16.00000,1.80000,60.00000,264.00000
777,18п,"1800,6426713708",Северный рынок,"92a, 21, 33, 45, 47, 63, 65, 77, 83, 18п",NA,6,"25, 38, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.28131,39.71649,428339.49781,2204266.90440,10,0,1,11,22,50,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,15.00000,4.00000,60.00000,192.00000
597,18п,"518,467511219671",пос. Мясникован,"92a, 83, 78, 33, 18п",NA,NA,"95, 83, 79, 78, 56, 44, 29, 25, 23",47.29582,39.72776,429938.84380,2205145.51455,5,0,0,9,14,29,Мясникова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,1.80000,21.00000,120.00000
312,18п,"476,967728410859",Лестница,"92a, 89, 54, 18п",NA,NA,"95, 79, 44, 29",47.29020,39.73771,429301.96761,2205888.08539,4,0,0,4,8,11,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,2.10000,40.00000,52.80000
1186,18п,"405,769692595106",Школа,"92a, 89, 54, 18п",NA,NA,"95, 79, 44, 29",47.28730,39.74236,428973.95129,2206234.68687,4,0,0,4,8,69,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,2.10000,40.00000,52.80000
449,18п,"2504,46072868826",пер. Обский,"92a, 89, 54, 18п",NA,NA,"95, 79, 44, 29",47.28535,39.74690,428751.70364,2206574.68082,4,0,0,4,8,19,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,2.10000,40.00000,52.80000
920,18п,"417,917421353191",ул. Евдокимова,"92a, 21, 33, 45, 47, 63, 65, 77, 83, 18п",NA,6,"25, 38, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.27409,39.71819,427534.73188,2204382.49113,10,0,1,11,22,63,БСМП-2,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,6.00000,,60.00000,55.20000
1108,18п,"625,736441843718",ул. Фурмановская,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.27054,39.71999,427137.85553,2204512.29267,14,0,1,12,27,65,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,,,30.00000,96.00000
10201,18п,"606,119945285739",ул. Нариманова,"18п, 83, 92a, 77, 90а, 2, 21, 22, 33, 45, 46, 47, 63, 65, 90",NA,6,"90, 47, 21, 25, 45, 56, 63, 65, 66, 83, 92, 77",47.26493,39.72051,426513.53218,2204541.54000,15,0,1,12,28,64,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,23.00000,40.00000,216.00000
894,18п,"591,952734146576",ул. Герасименко,"92a, 22, 33, 45, 46, 63, 65, 77, 18п, 83",NA,6,"45, 56, 63, 65, 66, 77, 83, 92, 25",47.25467,39.71488,425379.80451,2204096.92059,10,0,1,9,20,62,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,8.00000,0.70000,40.00000,192.00000
5412,18п,"410,702918717577",пл. Ленина,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24939,39.71395,424793.95298,2204016.97290,10,0,0,5,15,25,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,17.00000,8.00000,50.00000,192.00000
2132,18п,"386,367826226756",Дом №111,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24923,39.71938,424769.48969,2204427.73538,10,0,0,5,15,5,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,17.00000,8.00000,50.00000,192.00000
3882,18п,"332,711858680992",пер. Автосборочный,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24911,39.72449,424749.89288,2204814.34803,10,0,0,5,15,17,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,2.20000,50.00000,120.00000
1322,18п,"415,609941728638",Больница,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24900,39.72889,424732.29733,2205147.23299,10,0,0,5,15,2,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,2.20000,50.00000,120.00000
11902,18п,"345,447878949538",Школа,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24901,39.73439,424726.72744,2205563.60376,10,0,0,5,15,70,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,11.00000,2.20000,50.00000,120.00000
3272,18п,"306,039383594156",Магазин,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24893,39.73896,424712.30405,2205909.41332,10,0,0,5,15,12,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,0.60000,0.60000,40.00000,96.00000
8212,18п,"477,584110078617",Торговое училище,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24893,39.74301,424707.42067,2206216.00100,10,0,0,5,15,58,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,7.00000,,50.00000,96.00000
5772,18п,"447,344398146494",Поликлиника,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24896,39.74933,424703.16721,2206694.48201,10,0,0,5,15,27,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,7.00000,,50.00000,96.00000
5582,18п,"3810,73571834481",пл. Страны Советов,"94, 63, 58, 42а, 42, 35а, 35, 18п, 17, 5",NA,NA,"94, 66, 63, 58, 14",47.24929,39.75523,424732.80516,2207141.69347,10,0,0,5,15,26,Ленина,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,13.00000,,40.00000,360.00000
415,18п,"590,367332961267",пер. Днепровский,"92a, 90а, 89, 54, 22, 18п",NA,NA,"95, 92, 90, 79, 44",47.28352,39.75463,428539.00820,2207156.23887,6,0,0,5,11,18,Чкаловский,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,9.00000,2.10000,40.00000,52.80000
96,18п,"364,947213517225",АРМ,"94, 89, 54, 18п",NA,NA,"94, 79, 30, 29",47.26444,39.77025,426399.29655,2208304.90930,4,0,0,4,8,1,Сельмаш,,,,,,1,0,-1,,,РџРµСЂРІРѕРјР°Р№СЃРєРёР№,,,,administrative,,186338,,9,,,,,,,ru:Первомайский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,186338,284.48941,11.00000,,40.00000,4.56000
6402,21,"332,231322465126","пр. Королева, 4","18п, 21, 45, 47, 83, 96, 18л",NA,NA,"21, 19, 96, 23, 44, 45, 47, 66, 78, 79, 11",47.29157,39.69547,429506.20256,2202695.49414,7,0,0,11,18,20,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,17.00000,1.60000,60.00000,240.00000
808,21,"917,119899240749",Стартовая-2,"47, 45, 21",NA,NA,"66, 47, 45, 21, 19",47.29344,39.68933,429721.79063,2202234.51761,3,0,0,5,8,27,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,,,14.00000,5.04000
523,21,"384,257299578414",пл. Добровольского,"45, 46, 47, 77, 94, 21",NA,NA,"38, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19",47.29345,39.70294,429705.90140,2203263.95665,6,0,0,11,17,14,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,20.00000,3.00000,50.00000,192.00000
144,21,"428,403442793898",бул. Комарова,"45, 46, 47, 77, 96, 21",NA,NA,"38, 11, 21, 96, 44, 45, 47, 66, 77, 95, 19",47.28963,39.70367,429280.30859,2203312.19928,6,0,0,11,17,1,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,17.00000,1.60000,60.00000,240.00000
909,21,"504,560092804198",ул. Добровольского,"45, 46, 47, 77, 96, 21",NA,NA,"30, 11, 21, 96, 38, 44, 45, 47, 66, 77, 95, 19",47.28575,39.70527,428846.96667,2203426.15468,6,0,0,12,18,30,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,18.00000,0.90000,50.00000,96.00000
517,21,"115,689144430427",пл. Борко,"45, 47, 77, 96, 21",NA,NA,"38, 11, 19, 30, 96, 44, 45, 47, 66, 77, 95, 21",47.28259,39.71006,428489.72613,2203782.77070,5,0,0,12,17,12,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,15.00000,4.00000,60.00000,192.00000
146,21,"421,55041164577",бул. Новоселов,"45, 47, 77, 94, 21",NA,NA,"30, 11, 21, 95, 44, 45, 47, 66, 77, 94, 19",47.28298,39.71148,428531.33039,2203890.90480,5,0,0,11,16,3,СЖМ,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,16.00000,1.80000,60.00000,264.00000
9191,21,"318,186849317265",ул. Евдокимова,"92a, 21, 33, 45, 47, 63, 65, 77, 78, 18л",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 21",47.27409,39.71855,427534.28993,2204409.73043,10,0,1,10,21,32,БСМП-2,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,1.80000,,40.00000,16.80000
11081,21,"498,978224812249",ул. Фурмановская,"92a, 21, 22, 33, 45, 46, 47, 63, 65, 77, 83, 90, 18п, 90а",NA,6,"25, 45, 47, 56, 63, 65, 66, 77, 83, 90, 92, 21",47.27054,39.71999,427137.85553,2204512.29267,14,0,1,12,27,41,Нариманова,,,,,,1,0,-1,,,Р’РѕСЂРѕС€РёР»РѕРІСЃРєРёР№,,,,administrative,,218439,,9,,,,,,,ru:Ворошиловский район (Ростов-на-Дону),,,,,,,,,,,,,,,,,,,,,,,218439,363.95531,,,30.00000,96.00000
